ID,SIZE,PREDICTED,ACTUAL
18,126,0.0,NO
18,22,0.0,NO
18,75,0.0,NO
18,131,0.0,NO
18,223,0.0,NO
18,40,0.0,NO
18,381,0.07,NO
18,46,0.0,NO
18,26,0.0,NO
18,66,0.0,NO
18,95,0.0,NO
18,33,0.0,NO
18,103,0.0,NO
18,219,0.0,NO
18,328,0.0,NO
18,59,0.1633185514603246,NO
18,376,0.7009347777620595,NO
18,33,0.0,NO
18,36,0.0,NO
18,44,0.0,NO
18,70,0.0,NO
18,69,0.8419867244362371,NO
18,31,0.0,NO
18,27,0.0,NO
18,33,0.0,NO
18,27,0.0,NO
18,27,0.0,NO
18,40,0.0,NO
18,60,0.731972569797557,NO
18,69,0.8419867244362371,NO
18,85,0.5984460373429054,NO
18,85,0.5984460373429054,NO
18,86,0.27656123240462116,NO
18,50,0.0,NO
18,125,0.36558994511303317,NO
18,151,0.0,NO
18,242,0.3401556898553801,NO
18,47,0.0,NO
18,72,0.29912935127457196,NO
18,51,0.0,NO
18,51,0.0,NO
18,106,0.0,NO
18,87,0.0,NO
18,80,0.15851985782002276,NO
18,76,0.0,NO
18,41,0.0,NO
18,63,0.0,NO
18,55,0.0,NO
18,106,0.0,NO
18,72,0.29912935127457196,NO
18,86,0.27656123240462116,NO
18,55,0.0,NO
18,135,0.0,NO
18,63,0.0,NO
18,412,0.0,NO
18,533,0.01,NO
18,67,0.0,NO
18,50,0.0,NO
18,39,0.0,NO
18,88,0.6629439147806346,NO
18,37,0.33784444696957994,NO
18,74,0.4504331199227837,NO
18,79,0.0,NO
18,321,0.0,NO
18,631,0.0,NO
18,140,0.0,NO
18,318,0.6311263853535526,NO
18,356,0.01956521739130435,NO
18,187,0.5146884065230488,NO
18,142,0.0,NO
18,186,0.0,NO
18,138,0.0,NO
18,36,0.0,NO
18,37,0.33784444696957994,NO
18,120,0.6294279014788493,NO
18,139,0.0,NO
18,852,0.5658063898558603,YES
18,33,0.0,NO
18,43,0.0,NO
18,99,0.0,NO
18,288,0.0,NO
18,131,0.0,YES
