ID,SIZE,PREDICTED,ACTUAL
21,126,4.336626278220596E-6,NO
21,22,1.0407776690743325E-5,NO
21,75,3.717112844111722E-6,NO
21,131,0.6153843074566403,NO
21,223,1.156416957698268E-5,NO
21,40,2.3654418408814585E-6,NO
21,391,3.469090404495942E-5,NO
21,46,2.478081370279875E-6,NO
21,26,4.525173540405275E-6,NO
21,66,2.2625970088467546E-6,NO
21,95,1.7346053772766696E-5,NO
21,33,1.010482748028043E-6,NO
21,103,0.372093642441171,NO
21,219,1.486811977757293E-5,NO
21,329,0.9999869903468377,NO
21,59,0.21875182951817812,NO
21,376,0.21428996238309772,NO
21,33,1.010482748028043E-6,NO
21,36,1.4064816299434314E-6,NO
21,44,4.00304231215724E-6,NO
21,70,3.4693070406117087E-6,NO
21,69,0.7234037605989677,NO
21,31,3.0611557699725115E-6,NO
21,27,2.3654418408814585E-6,NO
21,33,1.010482748028043E-6,NO
21,27,2.3654418408814585E-6,NO
21,27,2.3654418408814585E-6,NO
21,40,2.3654418408814585E-6,NO
21,60,0.5000000000000001,NO
21,69,0.7234037605989677,NO
21,85,0.3272733809954546,NO
21,85,0.3272733809954546,NO
21,87,0.9999869903468377,NO
21,53,5.203455094182538E-5,NO
21,125,0.1428597979377458,NO
21,151,2.89109254387233E-6,NO
21,242,0.545453685306084,NO
21,47,2.6019847940008643E-6,NO
21,72,0.2207799756156244,NO
21,51,3.0611557699725115E-6,NO
21,51,3.0611557699725115E-6,NO
21,110,1.0405827263267432E-4,NO
21,87,4.7308613006083896E-6,NO
21,80,0.18604803144651047,NO
21,76,3.4693070406117087E-6,NO
21,41,2.124071249846005E-6,NO
21,63,1.9637646153181496E-6,NO
21,55,3.2524767610535427E-6,NO
21,106,1.794475169847075E-6,NO
21,72,0.2207799756156244,NO
21,86,0.11428800827876606,NO
21,55,3.2524767610535427E-6,NO
21,135,1.156416957698268E-5,NO
21,63,1.9637646153181496E-6,NO
21,412,8.673177331783726E-6,NO
21,533,6.12227405747591E-6,NO
21,71,1.3009653162646685E-5,NO
21,50,1.5305825703379222E-6,NO
21,39,2.81295534714682E-6,NO
21,106,1.794475169847075E-6,NO
21,37,0.29411806721917355,NO
21,92,0.4166673894377131,NO
21,79,2.4204518499513494E-6,NO
21,321,5.47783121706454E-6,NO
21,631,2.0815120103242997E-5,NO
21,140,3.357394661742488E-6,NO
21,318,0.6666628119434744,NO
21,356,2.0815120103242997E-5,NO
21,187,0.4857143706769914,NO
21,143,1.7346053772766696E-5,NO
21,186,5.203942506843185E-6,NO
21,138,5.782151654273589E-6,NO
21,36,1.4064816299434314E-6,NO
21,37,0.29411806721917355,NO
21,120,0.5892853823994054,NO
21,139,4.525173540405275E-6,NO
21,885,0.9999977374029914,NO
21,33,1.010482748028043E-6,NO
21,43,2.668701996722834E-6,NO
21,99,4.956138177132379E-6,NO
21,288,7.43417042092273E-6,NO
21,130,5.203455094182538E-5,NO
21,146,0.7272718671112441,NO
21,204,4.163162671418223E-6,NO
21,150,5.47783121706454E-6,NO
21,38,9.637012294900286E-7,NO
21,43,2.668701996722834E-6,NO
21,47,2.6019847940008643E-6,NO
21,32,5.203942506843185E-6,NO
21,93,2.9736946967128784E-6,NO
21,93,2.9736946967128784E-6,NO
21,282,5.203455094182538E-5,NO
21,251,2.5385220724494204E-6,NO
21,251,2.5385220724494204E-6,NO
21,130,0.25000260197125346,NO
21,53,0.26923169301346234,NO
21,125,0.1428597979377458,NO
21,50,1.5305825703379222E-6,NO
21,106,1.794475169847075E-6,NO
21,34,1.4659102569740681E-6,NO
21,66,2.2625970088467546E-6,NO
21,40,2.3654418408814585E-6,NO
21,140,3.357394661742488E-6,NO
21,84,3.5889374591758365E-6,NO
21,39,2.81295534714682E-6,NO
21,34,1.4659102569740681E-6,NO
21,38,9.637012294900286E-7,NO
21,149,0.511111059713851,NO
21,761,0.8499963572402454,NO
21,46,2.478081370279875E-6,NO
21,204,4.163162671418223E-6,NO
21,153,8.006020527436634E-6,NO
21,57,1.8923552632076939E-6,NO
21,320,5.47783121706454E-6,NO
21,1611,0.9999884358304233,YES
21,226,5.203455094182538E-5,NO
21,430,1.0405827263267432E-4,NO
21,436,0.9999884358304233,NO
21,40,2.3654418408814585E-6,NO
21,135,5.203455094182538E-5,NO
21,112,0.6470579231894795,NO
21,86,0.11428800827876606,NO
21,798,0.9999869903468377,YES
21,399,1.0405827263267432E-4,YES
21,177,6.12227405747591E-6,NO
21,157,3.469090404495942E-5,NO
21,355,1.0405827263267432E-4,NO
21,205,5.203455094182538E-5,NO
21,68,0.1460682435324413,NO
21,277,1.0407776690743325E-5,NO
21,477,5.203455094182538E-5,YES
21,101,4.7308613006083896E-6,NO
21,29,2.81295534714682E-6,NO
21,68,0.1460682435324413,NO
21,79,2.4204518499513494E-6,NO
21,70,3.4693070406117087E-6,NO
21,79,2.4204518499513494E-6,NO
