ID,SIZE,PREDICTED,ACTUAL
8,137,0.060219600774560816,NO
8,252,0.08400831905047525,YES
8,536,0.3671433402667465,YES
8,81,0.055034660297458717,NO
8,168,0.0642267032064176,NO
8,487,0.46243869906811025,NO
8,124,0.05846603016264189,NO
8,536,0.3815356999792276,NO
8,133,0.05964267189498266,NO
8,151,0.061950688303806456,NO
8,147,0.061457036365668904,NO
8,114,0.05745901169656991,NO
8,227,0.0767454607914773,NO
8,401,0.17340029782758706,NO
8,204,0.07128969308983767,NO
8,50,0.05351684047332946,NO
8,162,0.06353270914159037,NO
8,61,0.05399556162402359,NO
8,163,0.06371811269930873,NO
8,80,0.05773418213843874,NO
8,78,0.05488593358918803,NO
8,448,0.22130046434579054,YES
8,179,0.06631272878010719,NO
8,136,0.060072803184545776,NO
8,167,0.06447957481973995,NO
8,67,0.05428363679044833,NO
8,137,0.060219600774560816,NO
8,145,0.061137019309343,YES
8,87,0.05543061028547084,NO
8,85,0.055348641257045694,NO
8,178,0.06631272878010719,NO
8,75,0.05467306074723287,NO
8,208,0.07235826940661459,YES
8,57,0.05378860736042106,NO
8,517,0.3298627325966116,YES
8,570,0.4426825241544524,NO
8,148,0.06161975881935589,NO
8,173,0.06527344423905988,NO
8,147,0.061457036365668904,NO
8,208,0.07235826940661459,YES
8,54,0.053692888515637874,NO
8,38,0.053194947903823786,NO
8,98,0.056232040960501266,NO
8,38,0.053194947903823786,NO
8,94,0.0559520317188732,NO
8,126,0.058959404555087636,NO
8,78,0.05488593358918803,NO
8,110,0.05726095876499736,NO
8,80,0.05495961254081622,NO
8,76,0.05474266248046272,NO
8,41,0.05325766300785037,NO
8,63,0.05405055271415729,NO
8,106,0.05693660938305813,NO
8,72,0.05453790168034003,NO
8,86,0.055348641257045694,NO
8,55,0.6392080091446237,NO
8,63,0.05405055271415729,NO
8,409,0.8721741818937703,NO
8,66,0.054223390151696936,NO
8,50,0.05351684047332946,NO
8,39,0.053194947903823786,NO
8,37,0.053165468639381694,NO
8,80,0.05495961254081622,NO
8,321,0.11227647217295561,NO
8,118,0.058071477572638704,NO
8,605,0.527739695557186,NO
8,140,0.06051838744995893,NO
8,361,0.136437593961431,NO
8,362,0.1372833219201388,NO
8,187,0.06785870291436176,NO
8,146,0.06129612693200413,NO
8,186,0.067631180311611,NO
8,138,0.060219600774560816,NO
8,38,0.053194947903823786,NO
8,37,0.053165468639381694,NO
8,120,0.058317147017315545,NO
8,139,0.06036812543456362,NO
8,852,0.9574028562713138,NO
8,33,0.05306002906542874,NO
8,43,0.05332540082041367,NO
8,99,0.056328277549347175,NO
8,288,0.0971000058255566,NO
8,131,0.059502682277304264,NO
8,146,0.06129612693200413,NO
8,208,0.07235826940661459,NO
8,150,0.06178430563805434,NO
8,38,0.053194947903823786,NO
8,43,0.05332540082041367,NO
8,47,0.053436464639857836,NO
8,32,0.05306002906542874,NO
8,93,0.05586157449342926,NO
8,113,0.0575990252612428,NO
8,282,0.09466674827179615,NO
8,251,0.08362994553217311,NO
8,251,0.08362994553217311,NO
8,130,0.05936437020438778,NO
8,53,0.054328023390358665,NO
8,125,0.05882770857135953,NO
8,50,0.05330451209679337,NO
8,106,0.05686299520511941,NO
8,34,0.05301560715904988,NO
8,66,0.05396693024670413,NO
8,40,0.05315659198378831,NO
8,140,0.06073488712573407,NO
8,84,0.05519648394239403,NO
8,39,0.05312589885406052,NO
8,34,0.05301560715904988,NO
8,38,0.05312589885406052,NO
8,149,0.0624033737203403,NO
8,762,0.9975394169167434,NO
8,46,0.053328881247959606,NO
8,204,0.07357884694328261,NO
8,153,0.0629127938036276,NO
8,57,0.05378860736042106,NO
8,210,0.07263184222280847,NO
8,525,0.34381273697398623,NO
8,88,0.05551397968804733,NO
8,833,0.9448565845531233,NO
8,457,0.23237677791245417,NO
8,99,0.056328277549347175,NO
8,151,0.061950688303806456,NO
8,57,0.05378860736042106,NO
8,1320,0.9999909702724217,YES
8,39,0.053194947903823786,NO
8,89,0.05559875506389455,NO
8,100,0.056425974973850844,NO
8,84,0.05526806710096456,NO
8,662,0.6699840402200361,NO
8,68,0.05428363679044833,NO
8,312,0.10798811536945854,NO
8,101,0.05652513983713775,NO
8,78,0.05488593358918803,YES
8,79,0.05495961254081622,NO
8,125,0.05882770857135953,YES
8,113,0.0575990252612428,NO
8,1635,0.9999999968472044,YES
8,837,0.9473559744895427,YES
8,283,0.09514476720165764,NO
8,103,0.05662577884601281,NO
8,29,0.05299400320957906,NO
8,194,0.06927200695221884,YES
8,72,0.05453790168034003,NO
8,36,0.05313723894472957,NO
8,72,0.05453790168034003,NO
8,173,0.06527344423905988,YES
8,98,0.056232040960501266,NO
8,170,0.06487240331254261,NO
8,1185,0.9998464774791687,NO
8,70,0.05440810523287541,NO
8,47,0.053436464639857836,NO
8,381,0.1518513162369179,YES
8,107,0.05704321413861854,NO
8,1817,1.0,YES
8,45,0.05336115878360331,NO
8,512,0.3208314761366707,YES
8,132,0.059502682277304264,NO
8,232,0.07802295512020137,YES
8,37,0.053165468639381694,NO
8,108,0.057151328151731566,NO
8,111,0.05737211342937971,NO
8,132,0.059502682277304264,YES
8,74,0.05460480866584912,NO
8,257,0.08555659428327597,YES
8,183,0.06718286793150051,YES
8,121,0.058317147017315545,NO
8,166,0.06428620537913743,NO
8,461,0.23730712052807637,YES
8,702,0.7612763800363176,YES
8,143,0.060979702423603226,NO
8,106,0.05693660938305813,NO
8,127,0.058959404555087636,NO
8,92,0.0557725466217473,NO
8,82,0.055111081882027915,NO
8,138,0.060219600774560816,NO
8,117,0.05795101597464804,NO
8,76,0.05474266248046272,NO
8,249,0.08325499346861934,NO
8,604,0.5247194708032485,YES
8,296,0.10069353989925467,YES
8,66,0.054223390151696936,NO
8,120,0.058317147017315545,NO
8,325,0.11484805045440141,NO
8,53,0.05364695733202834,NO
8,968,0.9924028393523269,YES
8,189,0.06832056248951639,YES
8,27,0.05295617970039168,NO
8,837,0.9982259642980936,YES
8,169,0.06467496952247484,YES
8,50,0.05351684047332946,NO
8,41,0.05325766300785037,NO
8,109,0.057151328151731566,YES
8,162,0.06353270914159037,NO
8,718,0.7956521378682597,YES
8,53,0.05364695733202834,NO
8,274,0.7588121091456093,NO
8,42,0.053290902988234586,NO
8,31,0.053036779848789975,NO
8,36,0.05313723894472957,NO
8,176,0.06589065347775439,NO
8,375,0.8435282704340751,YES
8,506,0.30984681155436467,YES
8,92,0.0557725466217473,NO
8,34,0.05308452089651322,NO
8,142,0.06082416533462516,NO
8,85,0.055348641257045694,NO
8,77,0.05481361851399239,NO
8,146,0.06129612693200413,NO
8,37,0.053165468639381694,NO
8,123,0.058569200995037075,YES
8,116,0.057832125448704405,NO
8,82,0.055111081882027915,NO
8,44,0.05332540082041367,NO
8,668,0.6845618974007511,YES
8,34,0.05308452089651322,NO
8,957,0.9997074026271746,YES
8,344,0.12533465028072932,YES
8,150,0.6730594724369149,NO
8,68,0.05428363679044833,NO
8,62,0.6408465954066368,NO
8,45,0.05336115878360331,NO
8,33,0.05306002906542874,NO
8,79,0.05495961254081622,NO
8,38,0.053194947903823786,NO
8,33,0.05306002906542874,NO
8,69,0.0543452071175356,YES
8,272,0.09099246637763028,NO
8,57,0.05378860736042106,NO
8,33,0.05306002906542874,NO
8,129,0.059227726145128896,NO
8,583,0.4742151177970511,NO
8,180,0.0665269920170991,NO
8,33,0.05306002906542874,NO
8,333,0.11887850541529056,NO
8,40,0.05322567868373057,NO
8,107,0.05704321413861854,NO
8,146,0.06129612693200413,YES
8,38,0.053194947903823786,NO
8,192,0.06879161868133554,NO
8,294,0.09964392934326873,NO
8,109,0.057151328151731566,NO
8,38,0.053194947903823786,NO
8,312,0.10798811536945854,NO
