ID,SIZE,PREDICTED,ACTUAL
26,126,0.004154477497117119,NO
26,22,7.290333194329699E-6,NO
26,75,3.349638948728799E-6,NO
26,131,0.020983172596807254,NO
26,223,6.196796768194197E-6,NO
26,40,1.6095723691151874E-6,NO
26,391,3.0982447905506585E-5,NO
26,46,2.4301346867653308E-6,NO
26,26,5.388527639719475E-6,NO
26,66,2.1368438228360003E-6,NO
26,95,7.745971960135743E-6,NO
26,33,9.533633467664883E-7,NO
26,103,0.006414177806328132,NO
26,219,8.262361557475333E-6,NO
26,329,2.4786265500077123E-5,NO
26,59,0.003024869718489005,NO
26,376,0.0071008636415053625,NO
26,33,9.533633467664883E-7,NO
26,36,1.4580836467309156E-6,NO
26,44,2.2951278238861164E-6,NO
26,70,3.261491130331605E-6,NO
26,69,0.02579133365174902,NO
26,31,3.022846880647091E-6,NO
26,27,1.7455920944505324E-6,NO
26,33,9.533633467664883E-7,NO
26,27,1.7455920944505324E-6,NO
26,27,1.7455920944505324E-6,NO
26,40,1.6095723691151874E-6,NO
26,60,0.006414177806328132,NO
26,69,0.02579133365174902,NO
26,85,0.004857347899431112,NO
26,85,0.004857347899431112,NO
26,87,3.873015980341056E-6,NO
26,53,0.003908651730753327,NO
26,125,0.002627907771099897,NO
26,151,4.131214912328944E-6,NO
26,242,0.0071008636415053625,NO
26,47,1.7455920944505324E-6,NO
26,72,0.0025591215233924966,NO
26,51,2.4787371395540335E-6,NO
26,51,2.4787371395540335E-6,NO
26,110,0.0035630980166789132,NO
26,87,3.873015980341056E-6,NO
26,80,2.816744845319567E-6,NO
26,76,3.873015980341056E-6,NO
26,41,2.2951278238861164E-6,NO
26,63,2.1006262830831964E-6,NO
26,55,2.950874760633711E-6,NO
26,106,0.0027717901719399468,NO
26,72,0.0025591215233924966,NO
26,86,0.008046164692460634,NO
26,55,2.950874760633711E-6,NO
26,135,5.388527639719475E-6,NO
26,63,2.1006262830831964E-6,NO
26,412,7.745971960135743E-6,NO
26,533,9.533469868171555E-6,NO
26,71,0.16668043692793785,NO
26,50,0.0028507582740719423,NO
26,39,1.6977678158962753E-6,NO
26,106,0.0027717901719399468,NO
26,37,0.004976650545826182,NO
26,92,0.005531633498235227,NO
26,79,0.01365888545942249,NO
26,321,7.290333194329699E-6,NO
26,631,1.0327909280383863E-5,NO
26,140,0.013701932633030873,NO
26,258,1.239067580139745E-4,NO
26,384,1.239067580139745E-4,NO
26,74,0.004334323077978767,NO
26,79,0.01365888545942249,NO
26,187,0.005531633498235227,NO
26,143,8.262361557475333E-6,NO
26,186,5.388527639719475E-6,NO
26,138,4.957449702678676E-6,NO
26,36,1.4580836467309156E-6,NO
26,37,0.004976650545826182,NO
26,86,0.008046164692460634,NO
26,120,0.010992341009491638,NO
26,139,3.4426838344297177E-6,NO
26,875,0.9987636897892821,NO
26,33,9.533633467664883E-7,NO
26,43,2.2951278238861164E-6,NO
26,99,4.131214912328944E-6,NO
26,288,7.290333194329699E-6,YES
26,130,0.004334323077978767,NO
26,146,0.011862490002267344,NO
26,204,3.6451931718376298E-6,NO
26,150,5.633457954611825E-6,NO
26,38,9.046514390810575E-7,NO
26,43,2.2951278238861164E-6,NO
26,47,1.7455920944505324E-6,NO
26,32,4.766780378042878E-6,NO
26,93,2.2131593358532957E-6,NO
26,93,2.2131593358532957E-6,NO
26,282,0.011634944968609073,NO
26,251,2.8822501617891716E-6,NO
26,251,2.8822501617891716E-6,NO
26,129,1.239067580139745E-4,NO
26,53,0.003908651730753327,NO
26,124,1.239067580139745E-4,NO
26,50,0.0028507582740719423,NO
26,106,0.0027717901719399468,NO
26,34,1.1475665457549671E-6,NO
26,66,2.1368438228360003E-6,NO
26,40,1.6095723691151874E-6,NO
26,140,0.013701932633030873,NO
26,84,2.5293233558907388E-6,NO
26,39,1.6977678158962753E-6,NO
26,34,1.1475665457549671E-6,NO
26,38,9.046514390810575E-7,NO
26,149,4.131214912328944E-6,NO
26,758,1.239067580139745E-4,NO
26,46,2.4301346867653308E-6,NO
26,204,3.6451931718376298E-6,NO
26,153,5.901714690825571E-6,NO
26,57,1.8778334231314547E-6,NO
26,320,2.4786265500077123E-5,NO
26,1595,0.9987636897892821,YES
26,248,0.9987636897892821,NO
26,432,6.196105640060897E-5,NO
26,443,0.9987636897892821,NO
26,40,1.6095723691151874E-6,NO
26,164,0.9987636897892821,NO
26,112,0.007941347976595996,NO
26,86,0.008046164692460634,NO
26,814,1.239067580139745E-4,NO
26,422,0.16673550659769643,NO
26,177,4.957449702678676E-6,NO
26,163,1.239067580139745E-4,NO
26,452,1.239067580139745E-4,NO
26,205,2.0655391906740206E-5,NO
26,68,0.0012345700549002807,NO
26,277,8.852519791192255E-6,NO
26,479,4.13090773031184E-5,NO
26,101,3.755652741282423E-6,NO
26,29,3.755652741282423E-6,NO
26,68,0.0012345700549002807,NO
26,90,1.239067580139745E-4,NO
26,70,3.261491130331605E-6,NO
26,79,0.01365888545942249,NO
26,186,5.388527639719475E-6,NO
26,171,1.239067580139745E-4,NO
26,136,1.239067580139745E-4,NO
26,2924,1.239067580139745E-4,YES
26,661,1.239067580139745E-4,NO
26,47,1.7455920944505324E-6,NO
26,250,1.239067580139745E-4,NO
26,81,0.0018171231769889464,NO
26,69,0.02579133365174902,NO
26,117,1.239067580139745E-4,NO
26,57,1.8778334231314547E-6,NO
26,31,3.022846880647091E-6,NO
26,60,0.006414177806328132,NO
26,46,2.4301346867653308E-6,NO
26,26,5.388527639719475E-6,NO
26,132,1.239067580139745E-4,NO
26,159,0.06977984195314683,NO
26,80,2.816744845319567E-6,NO
26,89,1.239067580139745E-4,NO
26,104,7.290333194329699E-6,NO
26,96,1.7704726119507775E-5,NO
26,84,2.5293233558907388E-6,NO
26,80,2.816744845319567E-6,NO
26,70,3.261491130331605E-6,NO
26,135,1.239067580139745E-4,NO
26,25,5.388527639719475E-6,NO
26,169,0.9987636897892821,NO
26,87,3.873015980341056E-6,NO
26,83,5.388527639719475E-6,NO
26,79,0.01365888545942249,NO
26,211,9.533469868171555E-6,NO
26,93,2.2131593358532957E-6,NO
26,49,6.885320260897922E-6,NO
26,69,0.02579133365174902,NO
26,90,0.0654306279306766,NO
26,144,0.020987324142631006,NO
26,72,0.0025591215233924966,NO
26,346,3.0982447905506585E-5,NO
26,101,3.755652741282423E-6,NO
26,629,0.16673550659769643,NO
26,115,0.01734795591605863,NO
26,89,7.290333194329699E-6,NO
26,123,0.008269499490482701,NO
26,293,6.196796768194197E-6,NO
26,120,0.010992341009491638,NO
26,63,2.1006262830831964E-6,NO
26,52,1.23934399371313E-5,NO
26,67,6.885320260897922E-6,NO
26,202,1.239067580139745E-4,NO
