DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
ZOOKEEPER,6,83.80566801619433,NaiveBayes,None,OverSampling,None,0.8181818181818182,0.2647058823529412,0.8700389794472005,0.3456131846825013,9.0,2.0,164.0,25.0
ZOOKEEPER,6,83.80566801619433,RandomForest,None,OverSampling,None,0.4838709677419355,0.4411764705882353,0.8066973777462793,0.35732647814910007,15.0,16.0,150.0,19.0
ZOOKEEPER,6,83.80566801619433,IBk,None,OverSampling,None,0.48484848484848486,0.47058823529411764,0.779677533664068,0.37253495876658294,16.0,17.0,149.0,18.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,None,UnderSampling,None,0.75,0.2647058823529412,0.8675584691708008,0.33206106870229,9.0,3.0,163.0,25.0
ZOOKEEPER,6,83.80566801619433,RandomForest,None,UnderSampling,None,0.3815789473684211,0.8529411764705882,0.7732990786676116,0.3821292775665398,29.0,47.0,119.0,5.0
ZOOKEEPER,6,83.80566801619433,IBk,None,UnderSampling,None,0.3815789473684211,0.8529411764705882,0.7692239546420978,0.3821292775665398,29.0,47.0,119.0,5.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,None,SMOTE,None,0.75,0.35294117647058826,0.8727852586817859,0.41651705565529623,12.0,4.0,162.0,22.0
ZOOKEEPER,6,83.80566801619433,RandomForest,None,SMOTE,None,0.6875,0.3235294117647059,0.8263642806520198,0.3716337522441651,11.0,5.0,161.0,23.0
ZOOKEEPER,6,83.80566801619433,IBk,None,SMOTE,None,0.7647058823529411,0.38235294117647056,0.8213146704464919,0.44714727996461734,13.0,4.0,162.0,21.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,None,None,SensitiveLearning,0.8461538461538461,0.3235294117647059,0.8092664776754075,0.41286989196806007,11.0,2.0,164.0,23.0
ZOOKEEPER,6,83.80566801619433,RandomForest,None,None,SensitiveLearning,0.8461538461538461,0.3235294117647059,0.8092664776754075,0.41286989196806007,11.0,2.0,164.0,23.0
ZOOKEEPER,6,83.80566801619433,IBk,None,None,SensitiveLearning,0.8461538461538461,0.3235294117647059,0.8092664776754075,0.41286989196806007,11.0,2.0,164.0,23.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.7142857142857143,0.4411764705882353,0.8617115520907158,0.47764312578353524,15.0,6.0,160.0,19.0
ZOOKEEPER,6,83.80566801619433,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.47058823529411764,0.47058823529411764,0.7873848334514528,0.3621545003543585,16.0,18.0,148.0,18.0
ZOOKEEPER,6,83.80566801619433,IBk,BestFirst(Bi-directional),OverSampling,None,0.45454545454545453,0.4411764705882353,0.747962437987243,0.3366798135532448,15.0,18.0,148.0,19.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.5833333333333334,0.4117647058823529,0.8516123316796598,0.39807383627608334,14.0,10.0,156.0,20.0
ZOOKEEPER,6,83.80566801619433,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.2894736842105263,0.6470588235294118,0.7710843373493976,0.21577946768060838,22.0,54.0,112.0,12.0
ZOOKEEPER,6,83.80566801619433,IBk,BestFirst(Bi-directional),UnderSampling,None,0.3125,0.7352941176470589,0.7359142452161588,0.26267281105990803,25.0,55.0,111.0,9.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.6818181818181818,0.4411764705882353,0.8599397590361446,0.4641384995877989,15.0,7.0,159.0,19.0
ZOOKEEPER,6,83.80566801619433,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.6923076923076923,0.5294117647058824,0.8409815733522324,0.530883502736513,18.0,8.0,158.0,16.0
ZOOKEEPER,6,83.80566801619433,IBk,BestFirst(Bi-directional),SMOTE,None,0.625,0.4411764705882353,0.8022678951098512,0.43820224719101114,15.0,9.0,157.0,19.0
ZOOKEEPER,6,83.80566801619433,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.75,0.35294117647058826,0.7920800850460666,0.41651705565529623,12.0,4.0,162.0,22.0
ZOOKEEPER,6,83.80566801619433,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.75,0.35294117647058826,0.7920800850460666,0.41651705565529623,12.0,4.0,162.0,22.0
ZOOKEEPER,6,83.80566801619433,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.75,0.35294117647058826,0.7920800850460666,0.41651705565529623,12.0,4.0,162.0,22.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,None,None,None,0.25,0.25925925925925924,0.7103981916188489,0.15811088295687897,7.0,21.0,192.0,20.0
ZOOKEEPER,7,83.72881355932203,RandomForest,None,None,None,0.5,0.2222222222222222,0.7436098069900887,0.2561983471074377,6.0,6.0,207.0,21.0
ZOOKEEPER,7,83.72881355932203,IBk,None,None,None,0.2631578947368421,0.18518518518518517,0.6684054946965745,0.13720790892750126,5.0,14.0,199.0,22.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,BestFirst(Bi-directional),None,None,0.45,0.3333333333333333,0.7825595548600244,0.31764705882352945,9.0,11.0,202.0,18.0
ZOOKEEPER,7,83.72881355932203,RandomForest,BestFirst(Bi-directional),None,None,0.5,0.2962962962962963,0.7392627369153191,0.3147208121827409,8.0,8.0,205.0,19.0
ZOOKEEPER,7,83.72881355932203,IBk,BestFirst(Bi-directional),None,None,0.4,0.37037037037037035,0.7141366718831508,0.3099730458221026,10.0,15.0,198.0,17.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,None,OverSampling,None,0.22580645161290322,0.25925925925925924,0.7089201877934272,0.13767760901518872,7.0,24.0,189.0,20.0
ZOOKEEPER,7,83.72881355932203,RandomForest,None,OverSampling,None,0.28888888888888886,0.48148148148148145,0.730829420970266,0.2565656565656566,13.0,32.0,181.0,14.0
ZOOKEEPER,7,83.72881355932203,IBk,None,OverSampling,None,0.27906976744186046,0.4444444444444444,0.7384802643018605,0.23746373808537094,12.0,31.0,182.0,15.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,None,UnderSampling,None,0.1320754716981132,0.25925925925925924,0.6737089201877934,0.030481087036357022,7.0,46.0,167.0,20.0
ZOOKEEPER,7,83.72881355932203,RandomForest,None,UnderSampling,None,0.25,0.7407407407407407,0.7406537993392454,0.24719101123595508,20.0,60.0,153.0,7.0
ZOOKEEPER,7,83.72881355932203,IBk,None,UnderSampling,None,0.18604651162790697,0.5925925925925926,0.6795339940879846,0.13507741591030437,16.0,70.0,143.0,11.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,None,SMOTE,None,0.21212121212121213,0.25925925925925924,0.7187445661624066,0.12505943889681434,7.0,26.0,187.0,20.0
ZOOKEEPER,7,83.72881355932203,RandomForest,None,SMOTE,None,0.3333333333333333,0.37037037037037035,0.7391757955138237,0.2636815920398009,10.0,20.0,193.0,17.0
ZOOKEEPER,7,83.72881355932203,IBk,None,SMOTE,None,0.3076923076923077,0.2962962962962963,0.6930099113197705,0.21527041357370075,8.0,18.0,195.0,19.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,None,None,SensitiveLearning,0.3125,0.18518518518518517,0.6684054946965745,0.1624365482233506,5.0,11.0,202.0,22.0
ZOOKEEPER,7,83.72881355932203,RandomForest,None,None,SensitiveLearning,0.3125,0.18518518518518517,0.6684054946965745,0.1624365482233506,5.0,11.0,202.0,22.0
ZOOKEEPER,7,83.72881355932203,IBk,None,None,SensitiveLearning,0.3125,0.18518518518518517,0.6684054946965745,0.1624365482233506,5.0,11.0,202.0,22.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.375,0.4444444444444444,0.7795166058076857,0.3243243243243241,12.0,20.0,193.0,15.0
ZOOKEEPER,7,83.72881355932203,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.35714285714285715,0.37037037037037035,0.707094418362024,0.28131416837782314,10.0,18.0,195.0,17.0
ZOOKEEPER,7,83.72881355932203,IBk,BestFirst(Bi-directional),OverSampling,None,0.3125,0.37037037037037035,0.755433837593462,0.24710424710424717,10.0,22.0,191.0,17.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.36363636363636365,0.4444444444444444,0.7854286211093723,0.31526390870185456,12.0,21.0,192.0,15.0
ZOOKEEPER,7,83.72881355932203,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.2361111111111111,0.6296296296296297,0.7892540427751695,0.21497584541062786,17.0,55.0,158.0,10.0
ZOOKEEPER,7,83.72881355932203,IBk,BestFirst(Bi-directional),UnderSampling,None,0.20481927710843373,0.6296296296296297,0.6917057902973396,0.16780728168628523,17.0,66.0,147.0,10.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.375,0.4444444444444444,0.7829073204660059,0.3243243243243241,12.0,20.0,193.0,15.0
ZOOKEEPER,7,83.72881355932203,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.2978723404255319,0.5185185185185185,0.7346548426360633,0.27473393772171867,14.0,33.0,180.0,13.0
ZOOKEEPER,7,83.72881355932203,IBk,BestFirst(Bi-directional),SMOTE,None,0.275,0.4074074074074074,0.6972700399930447,0.22413793103448285,11.0,29.0,184.0,16.0
ZOOKEEPER,7,83.72881355932203,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.45454545454545453,0.37037037037037035,0.7141366718831508,0.3416572077185018,10.0,12.0,201.0,17.0
ZOOKEEPER,7,83.72881355932203,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.45454545454545453,0.37037037037037035,0.7141366718831508,0.3416572077185018,10.0,12.0,201.0,17.0
ZOOKEEPER,7,83.72881355932203,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.45454545454545453,0.37037037037037035,0.7141366718831508,0.3416572077185018,10.0,12.0,201.0,17.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,None,None,None,0.6,0.07692307692307693,0.7958822786408993,0.10352895301228308,3.0,2.0,201.0,36.0
ZOOKEEPER,8,85.90564938846826,RandomForest,None,None,None,0.35294117647058826,0.15384615384615385,0.6589617279272452,0.12906919679371875,6.0,11.0,192.0,33.0
ZOOKEEPER,8,85.90564938846826,IBk,None,None,None,0.36363636363636365,0.20512820512820512,0.6827080965011999,0.1652613827993251,8.0,14.0,189.0,31.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,BestFirst(Bi-directional),None,None,0.6363636363636364,0.1794871794871795,0.8354806113426803,0.22504892367906087,7.0,4.0,199.0,32.0
ZOOKEEPER,8,85.90564938846826,RandomForest,BestFirst(Bi-directional),None,None,0.21052631578947367,0.10256410256410256,0.6609826954654541,0.03616377250278821,4.0,15.0,188.0,35.0
ZOOKEEPER,8,85.90564938846826,IBk,BestFirst(Bi-directional),None,None,0.35,0.1794871794871795,0.6660351143109764,0.14373329139801821,7.0,13.0,190.0,32.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,None,OverSampling,None,0.6,0.07692307692307693,0.7986611090059366,0.10352895301228308,3.0,2.0,201.0,36.0
ZOOKEEPER,8,85.90564938846826,RandomForest,None,OverSampling,None,0.25,0.2564102564102564,0.6576986232158646,0.10751343917989772,10.0,30.0,173.0,29.0
ZOOKEEPER,8,85.90564938846826,IBk,None,OverSampling,None,0.3111111111111111,0.358974358974359,0.7024756852343059,0.19419669401831383,14.0,31.0,172.0,25.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,None,UnderSampling,None,0.5714285714285714,0.10256410256410256,0.7898193760262726,0.131305497827319,4.0,3.0,200.0,35.0
ZOOKEEPER,8,85.90564938846826,RandomForest,None,UnderSampling,None,0.36666666666666664,0.5641025641025641,0.7813565744600227,0.30957568212470166,22.0,38.0,165.0,17.0
ZOOKEEPER,8,85.90564938846826,IBk,None,UnderSampling,None,0.3333333333333333,0.6410256410256411,0.7386004799797903,0.2875149507774405,25.0,50.0,153.0,14.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,None,SMOTE,None,0.625,0.1282051282051282,0.79518757104964,0.16706976744186,5.0,3.0,200.0,34.0
ZOOKEEPER,8,85.90564938846826,RandomForest,None,SMOTE,None,0.35,0.358974358974359,0.6571302260957433,0.22852856607075908,14.0,26.0,177.0,25.0
ZOOKEEPER,8,85.90564938846826,IBk,None,SMOTE,None,0.34146341463414637,0.358974358974359,0.7015915119363395,0.2213834921420617,14.0,27.0,176.0,25.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,None,None,SensitiveLearning,0.3684210526315789,0.1794871794871795,0.682834406972338,0.15182411980245378,7.0,12.0,191.0,32.0
ZOOKEEPER,8,85.90564938846826,RandomForest,None,None,SensitiveLearning,0.3684210526315789,0.1794871794871795,0.682834406972338,0.15182411980245378,7.0,12.0,191.0,32.0
ZOOKEEPER,8,85.90564938846826,IBk,None,None,SensitiveLearning,0.3684210526315789,0.1794871794871795,0.682834406972338,0.15182411980245378,7.0,12.0,191.0,32.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.46153846153846156,0.3076923076923077,0.8361753189339396,0.2758721354546783,12.0,14.0,189.0,27.0
ZOOKEEPER,8,85.90564938846826,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.2222222222222222,0.20512820512820512,0.6391309839585702,0.06935210533176897,8.0,28.0,175.0,31.0
ZOOKEEPER,8,85.90564938846826,IBk,BestFirst(Bi-directional),OverSampling,None,0.225,0.23076923076923078,0.6228369331817608,0.07725965745718208,9.0,31.0,172.0,30.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.4482758620689655,0.3333333333333333,0.8371858027030441,0.28392278427504575,13.0,16.0,187.0,26.0
ZOOKEEPER,8,85.90564938846826,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.3384615384615385,0.5641025641025641,0.7642415056208159,0.2775400537366904,22.0,43.0,160.0,17.0
ZOOKEEPER,8,85.90564938846826,IBk,BestFirst(Bi-directional),UnderSampling,None,0.2876712328767123,0.5384615384615384,0.6606037640520399,0.2087809434843531,21.0,52.0,151.0,18.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.5217391304347826,0.3076923076923077,0.8352279904004042,0.3038607115821346,12.0,11.0,192.0,27.0
ZOOKEEPER,8,85.90564938846826,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.2857142857142857,0.2564102564102564,0.6580143993937098,0.13901699828699426,10.0,25.0,178.0,29.0
ZOOKEEPER,8,85.90564938846826,IBk,BestFirst(Bi-directional),SMOTE,None,0.3055555555555556,0.28205128205128205,0.6770241252999873,0.16399426411158877,11.0,25.0,178.0,28.0
ZOOKEEPER,8,85.90564938846826,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.35294117647058826,0.15384615384615385,0.6661614247821145,0.12906919679371875,6.0,11.0,192.0,33.0
ZOOKEEPER,8,85.90564938846826,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.35294117647058826,0.15384615384615385,0.6661614247821145,0.12906919679371875,6.0,11.0,192.0,33.0
ZOOKEEPER,8,85.90564938846826,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.35294117647058826,0.15384615384615385,0.6661614247821145,0.12906919679371875,6.0,11.0,192.0,33.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,None,None,None,0.2903225806451613,0.2,0.6628193290243152,0.1609776954321953,9.0,22.0,339.0,36.0
ZOOKEEPER,9,80.8761186999529,RandomForest,None,None,None,0.32,0.17777777777777778,0.7413973530317021,0.16224684753534638,8.0,17.0,344.0,37.0
ZOOKEEPER,9,80.8761186999529,IBk,None,None,None,0.28125,0.2,0.6351492767005232,0.15601437530829426,9.0,23.0,338.0,36.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,BestFirst(Bi-directional),None,None,0.7894736842105263,0.3333333333333333,0.8488150200061557,0.4313256982779927,15.0,4.0,357.0,30.0
ZOOKEEPER,9,80.8761186999529,RandomForest,BestFirst(Bi-directional),None,None,0.4090909090909091,0.2,0.7586949830717143,0.21124415193085364,9.0,13.0,348.0,36.0
ZOOKEEPER,9,80.8761186999529,IBk,BestFirst(Bi-directional),None,None,0.32,0.17777777777777778,0.724561403508772,0.16224684753534638,8.0,17.0,344.0,37.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,None,OverSampling,None,0.3076923076923077,0.26666666666666666,0.6626346568174823,0.203765444204746,12.0,27.0,334.0,33.0
ZOOKEEPER,9,80.8761186999529,RandomForest,None,OverSampling,None,0.28125,0.4,0.7043397968605725,0.2300618278173226,18.0,46.0,315.0,27.0
ZOOKEEPER,9,80.8761186999529,IBk,None,OverSampling,None,0.2413793103448276,0.3111111111111111,0.6299168975069253,0.1679873217115686,14.0,44.0,317.0,31.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,None,UnderSampling,None,0.3023255813953488,0.28888888888888886,0.6626962142197599,0.20986879276790718,13.0,30.0,331.0,32.0
ZOOKEEPER,9,80.8761186999529,RandomForest,None,UnderSampling,None,0.224,0.6222222222222222,0.7350569405971068,0.198822918469794,28.0,97.0,264.0,17.0
ZOOKEEPER,9,80.8761186999529,IBk,None,UnderSampling,None,0.19047619047619047,0.5333333333333333,0.6289935364727608,0.1402747650036153,24.0,102.0,259.0,21.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,None,SMOTE,None,0.3333333333333333,0.3111111111111111,0.6666974453678055,0.24056813138038186,14.0,28.0,333.0,31.0
ZOOKEEPER,9,80.8761186999529,RandomForest,None,SMOTE,None,0.3333333333333333,0.35555555555555557,0.7347799322868575,0.2593456546444166,16.0,32.0,329.0,29.0
ZOOKEEPER,9,80.8761186999529,IBk,None,SMOTE,None,0.28205128205128205,0.24444444444444444,0.6435518621114189,0.17722429234490422,11.0,28.0,333.0,34.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,None,None,SensitiveLearning,0.27586206896551724,0.17777777777777778,0.6351492767005232,0.14164904862579225,8.0,21.0,340.0,37.0
ZOOKEEPER,9,80.8761186999529,RandomForest,None,None,SensitiveLearning,0.27586206896551724,0.17777777777777778,0.6351492767005232,0.14164904862579225,8.0,21.0,340.0,37.0
ZOOKEEPER,9,80.8761186999529,IBk,None,None,SensitiveLearning,0.27586206896551724,0.17777777777777778,0.6351492767005232,0.14164904862579225,8.0,21.0,340.0,37.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.4594594594594595,0.37777777777777777,0.8486919052016005,0.3495761297643683,17.0,20.0,341.0,28.0
ZOOKEEPER,9,80.8761186999529,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.2898550724637681,0.4444444444444444,0.7194829178208679,0.25028696910715176,20.0,49.0,312.0,25.0
ZOOKEEPER,9,80.8761186999529,IBk,BestFirst(Bi-directional),OverSampling,None,0.24242424242424243,0.35555555555555557,0.7103416435826408,0.1802382047743187,16.0,50.0,311.0,29.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.4523809523809524,0.4222222222222222,0.8363496460449369,0.3692853972481136,19.0,23.0,338.0,26.0
ZOOKEEPER,9,80.8761186999529,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.28846153846153844,0.6666666666666666,0.7674976915974145,0.2933468924785856,30.0,74.0,287.0,15.0
ZOOKEEPER,9,80.8761186999529,IBk,BestFirst(Bi-directional),UnderSampling,None,0.24528301886792453,0.5777777777777777,0.7080640196983687,0.22354441138971543,26.0,80.0,281.0,19.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.53125,0.37777777777777777,0.8480455524776854,0.3848918328518074,17.0,15.0,346.0,28.0
ZOOKEEPER,9,80.8761186999529,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.30434782608695654,0.3111111111111111,0.7393967374576793,0.2203255502042312,14.0,32.0,329.0,31.0
ZOOKEEPER,9,80.8761186999529,IBk,BestFirst(Bi-directional),SMOTE,None,0.26666666666666666,0.26666666666666666,0.7266235764850724,0.17525392428439512,12.0,33.0,328.0,33.0
ZOOKEEPER,9,80.8761186999529,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.3684210526315789,0.15555555555555556,0.724561403508772,0.16371426217351906,7.0,12.0,349.0,38.0
ZOOKEEPER,9,80.8761186999529,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.3684210526315789,0.15555555555555556,0.724561403508772,0.16371426217351906,7.0,12.0,349.0,38.0
ZOOKEEPER,9,80.8761186999529,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.3684210526315789,0.15555555555555556,0.724561403508772,0.16371426217351906,7.0,12.0,349.0,38.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,None,None,None,1.0,0.1111111111111111,0.8263125763125763,0.18200000000000013,5.0,0.0,364.0,40.0
ZOOKEEPER,10,83.84676145339652,RandomForest,None,None,None,0.375,0.13333333333333333,0.6891330891330891,0.14751797184057105,6.0,10.0,354.0,39.0
ZOOKEEPER,10,83.84676145339652,IBk,None,None,None,0.29411764705882354,0.1111111111111111,0.6531440781440782,0.10743662917575915,5.0,12.0,352.0,40.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,BestFirst(Bi-directional),None,None,0.8666666666666667,0.28888888888888886,0.8276862026862026,0.40034497628287996,13.0,2.0,362.0,32.0
ZOOKEEPER,10,83.84676145339652,RandomForest,BestFirst(Bi-directional),None,None,0.4,0.17777777777777778,0.7025946275946275,0.191406092394593,8.0,12.0,352.0,37.0
ZOOKEEPER,10,83.84676145339652,IBk,BestFirst(Bi-directional),None,None,0.45,0.2,0.6810744810744811,0.22440992535807913,9.0,11.0,353.0,36.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,None,OverSampling,None,1.0,0.13333333333333333,0.8249084249084249,0.2149712092130516,6.0,0.0,364.0,39.0
ZOOKEEPER,10,83.84676145339652,RandomForest,None,OverSampling,None,0.25,0.3333333333333333,0.6615995115995116,0.18298042349180982,15.0,45.0,319.0,30.0
ZOOKEEPER,10,83.84676145339652,IBk,None,OverSampling,None,0.13725490196078433,0.15555555555555556,0.6571428571428571,0.032762300282632245,7.0,44.0,320.0,38.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,None,UnderSampling,None,1.0,0.13333333333333333,0.8264957264957264,0.2149712092130516,6.0,0.0,364.0,39.0
ZOOKEEPER,10,83.84676145339652,RandomForest,None,UnderSampling,None,0.21875,0.6222222222222222,0.7130952380952381,0.19217718655569996,28.0,100.0,264.0,17.0
ZOOKEEPER,10,83.84676145339652,IBk,None,UnderSampling,None,0.18518518518518517,0.5555555555555556,0.6435592185592186,0.1350252155523018,25.0,110.0,254.0,20.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,None,SMOTE,None,1.0,0.15555555555555556,0.8275335775335775,0.24692315146816585,7.0,0.0,364.0,38.0
ZOOKEEPER,10,83.84676145339652,RandomForest,None,SMOTE,None,0.3170731707317073,0.28888888888888886,0.6422466422466423,0.22055647312920865,13.0,28.0,336.0,32.0
ZOOKEEPER,10,83.84676145339652,IBk,None,SMOTE,None,0.2619047619047619,0.24444444444444444,0.6648351648351648,0.16407257176995899,11.0,31.0,333.0,34.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,None,None,SensitiveLearning,0.29411764705882354,0.1111111111111111,0.6530830280830281,0.10743662917575915,5.0,12.0,352.0,40.0
ZOOKEEPER,10,83.84676145339652,RandomForest,None,None,SensitiveLearning,0.29411764705882354,0.1111111111111111,0.6530830280830281,0.10743662917575915,5.0,12.0,352.0,40.0
ZOOKEEPER,10,83.84676145339652,IBk,None,None,SensitiveLearning,0.29411764705882354,0.1111111111111111,0.6530830280830281,0.10743662917575915,5.0,12.0,352.0,40.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.6071428571428571,0.37777777777777777,0.827075702075702,0.416505102973991,17.0,11.0,353.0,28.0
ZOOKEEPER,10,83.84676145339652,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.2641509433962264,0.3111111111111111,0.6929487179487179,0.189227458087902,14.0,39.0,325.0,31.0
ZOOKEEPER,10,83.84676145339652,IBk,BestFirst(Bi-directional),OverSampling,None,0.2,0.2222222222222222,0.6687728937728937,0.10711686799592472,10.0,40.0,324.0,35.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.5405405405405406,0.4444444444444444,0.8281440781440782,0.43134269067796605,20.0,17.0,347.0,25.0
ZOOKEEPER,10,83.84676145339652,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.2231404958677686,0.6,0.7293345543345543,0.19640726966528657,27.0,94.0,270.0,18.0
ZOOKEEPER,10,83.84676145339652,IBk,BestFirst(Bi-directional),UnderSampling,None,0.20610687022900764,0.6,0.6709401709401709,0.17104694820081712,27.0,104.0,260.0,18.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.625,0.4444444444444444,0.828937728937729,0.4711145283612343,20.0,12.0,352.0,25.0
ZOOKEEPER,10,83.84676145339652,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.34285714285714286,0.26666666666666666,0.6618742368742369,0.22543118025025397,12.0,23.0,341.0,33.0
ZOOKEEPER,10,83.84676145339652,IBk,BestFirst(Bi-directional),SMOTE,None,0.325,0.28888888888888886,0.686996336996337,0.22570190919300487,13.0,27.0,337.0,32.0
ZOOKEEPER,10,83.84676145339652,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.45,0.2,0.681013431013431,0.22440992535807913,9.0,11.0,353.0,36.0
ZOOKEEPER,10,83.84676145339652,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.45,0.2,0.681013431013431,0.22440992535807913,9.0,11.0,353.0,36.0
ZOOKEEPER,10,83.84676145339652,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.45,0.2,0.681013431013431,0.22440992535807913,9.0,11.0,353.0,36.0
ZOOKEEPER,11,90.62276306370795,NaiveBayes,None,None,None,0.7586206896551724,0.5365853658536586,0.9040944708089614,0.5732364365367746,22.0,7.0,214.0,19.0
ZOOKEEPER,11,90.62276306370795,RandomForest,None,None,None,0.5909090909090909,0.3170731707317073,0.7997461648824633,0.3406339273568224,13.0,9.0,212.0,28.0
ZOOKEEPER,11,90.62276306370795,IBk,None,None,None,0.5862068965517241,0.4146341463414634,0.8018430636795055,0.4090966044355344,17.0,12.0,209.0,24.0
ZOOKEEPER,11,90.62276306370795,NaiveBayes,BestFirst(Bi-directional),None,None,0.7083333333333334,0.4146341463414634,0.8526652687341353,0.46076218297702826,17.0,7.0,214.0,24.0
ZOOKEEPER,11,90.62276306370795,RandomForest,BestFirst(Bi-directional),None,None,0.6190476190476191,0.3170731707317073,0.789261670897252,0.35050268558049863,13.0,8.0,213.0,28.0
ZOOKEEPER,11,90.62276306370795,IBk,BestFirst(Bi-directional),None,None,0.5,0.3170731707317073,0.7496965014899017,0.3034625859162236,13.0,13.0,208.0,28.0
ZOOKEEPER,11,90.62276306370795,NaiveBayes,None,OverSampling,None,0.7666666666666667,0.5609756097560976,0.9030460214104403,0.5942262421013506,23.0,7.0,214.0,18.0
