#TRAINING_RELEASES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,NPOFB_20
26,IBk,true,SMOTE,false,0.18181818181818182
16,NaiveBayes,false,SMOTE,false,0.19047619047619047
5,RandomForest,false,NotSet,true,0.34285714285714286
16,RandomForest,true,NotSet,false,0.21951219512195122
26,IBk,true,NotSet,true,0.13636363636363635
11,RandomForest,false,SMOTE,false,0.2926829268292683
2,RandomForest,false,OverSampl,false,0.1875
3,IBk,false,SMOTE,false,0.275
22,RandomForest,true,UnderSampl,false,0.3333333333333333
25,NaiveBayes,false,NotSet,true,0.11864406779661017
21,NaiveBayes,false,NotSet,false,0.28
9,IBk,true,OverSampl,false,0.26666666666666666
5,IBk,true,SMOTE,false,0.2857142857142857
12,RandomForest,false,SMOTE,false,0.30952380952380953
22,NaiveBayes,true,NotSet,true,0.13636363636363635
3,NaiveBayes,true,NotSet,false,0.1
14,NaiveBayes,false,SMOTE,false,0.17777777777777778
23,IBk,true,SMOTE,false,0.2909090909090909
23,RandomForest,true,NotSet,false,0.2727272727272727
19,IBk,true,SMOTE,false,0.2413793103448276
11,IBk,true,SMOTE,false,0.21951219512195122
22,NaiveBayes,false,UnderSampl,false,0.2222222222222222
7,IBk,true,UnderSampl,false,0.18518518518518517
12,RandomForest,false,UnderSampl,false,0.23809523809523808
23,RandomForest,false,NotSet,false,0.3090909090909091
12,NaiveBayes,true,NotSet,false,0.19047619047619047
7,RandomForest,true,UnderSampl,false,0.2962962962962963
22,IBk,true,NotSet,false,0.3111111111111111
11,IBk,false,OverSampl,false,0.21951219512195122
16,NaiveBayes,true,SMOTE,false,0.21428571428571427
18,IBk,false,OverSampl,false,0.14545454545454545
16,IBk,true,OverSampl,false,0.23809523809523808
20,IBk,false,SMOTE,false,0.16129032258064516
19,NaiveBayes,true,UnderSampl,false,0.20689655172413793
11,RandomForest,true,NotSet,false,0.24390243902439024
23,RandomForest,false,NotSet,true,0.2909090909090909
20,RandomForest,true,UnderSampl,false,0.24193548387096775
10,NaiveBayes,false,UnderSampl,false,0.3111111111111111
13,IBk,true,UnderSampl,false,0.2765957446808511
21,RandomForest,true,OverSampl,false,0.28
3,IBk,false,OverSampl,false,0.175
19,RandomForest,false,SMOTE,false,0.21052631578947367
24,RandomForest,false,NotSet,false,0.22950819672131148
10,RandomForest,true,NotSet,false,0.2727272727272727
24,IBk,false,OverSampl,false,0.32786885245901637
9,NaiveBayes,false,UnderSampl,false,0.1111111111111111
18,NaiveBayes,false,NotSet,true,0.125
15,NaiveBayes,true,OverSampl,false,0.27906976744186046
10,IBk,false,OverSampl,false,0.13333333333333333
17,IBk,true,OverSampl,false,0.18604651162790697
23,IBk,false,SMOTE,false,0.3090909090909091
6,RandomForest,true,NotSet,true,0.4117647058823529
24,NaiveBayes,true,NotSet,true,0.26666666666666666
25,NaiveBayes,false,UnderSampl,false,0.13793103448275862
11,NaiveBayes,true,NotSet,true,0.325
11,RandomForest,false,OverSampl,false,0.1951219512195122
19,IBk,true,NotSet,false,0.1896551724137931
12,RandomForest,false,NotSet,true,0.21428571428571427
20,NaiveBayes,true,NotSet,false,0.12903225806451613
9,IBk,true,NotSet,false,0.2222222222222222
8,IBk,false,NotSet,false,0.20512820512820512
19,IBk,true,UnderSampl,false,0.2413793103448276
8,IBk,false,NotSet,true,0.23076923076923078
24,RandomForest,false,SMOTE,false,0.22950819672131148
20,IBk,false,NotSet,false,0.1774193548387097
19,RandomForest,true,UnderSampl,false,0.20689655172413793
26,NaiveBayes,false,NotSet,true,0.3181818181818182
3,RandomForest,true,OverSampl,false,0.23076923076923078
6,RandomForest,true,OverSampl,false,0.38235294117647056
5,IBk,true,NotSet,false,0.22857142857142856
5,RandomForest,true,SMOTE,false,0.2857142857142857
10,NaiveBayes,false,SMOTE,false,0.35555555555555557
13,IBk,false,NotSet,true,0.1875
6,IBk,false,UnderSampl,false,0.4411764705882353
24,RandomForest,true,UnderSampl,false,0.2786885245901639
16,RandomForest,false,UnderSampl,false,0.23809523809523808
19,RandomForest,true,OverSampl,false,0.19298245614035087
18,RandomForest,false,UnderSampl,false,0.25
24,RandomForest,false,OverSampl,false,0.29508196721311475
2,IBk,false,OverSampl,false,0.21875
6,IBk,true,NotSet,true,0.35294117647058826
4,NaiveBayes,false,OverSampl,false,0.23809523809523808
26,IBk,false,SMOTE,false,0.22727272727272727
3,RandomForest,false,NotSet,true,0.28205128205128205
17,IBk,true,SMOTE,false,0.18604651162790697
8,RandomForest,false,NotSet,false,0.1794871794871795
21,IBk,true,NotSet,false,0.16
1,RandomForest,false,UnderSampl,false,0.125
9,NaiveBayes,true,SMOTE,false,0.25
10,NaiveBayes,false,NotSet,false,0.3333333333333333
4,RandomForest,false,OverSampl,false,0.25
23,NaiveBayes,true,OverSampl,false,0.32727272727272727
3,NaiveBayes,true,UnderSampl,false,0.20512820512820512
19,NaiveBayes,true,SMOTE,false,0.1896551724137931
15,RandomForest,false,NotSet,true,0.23255813953488372
8,NaiveBayes,true,SMOTE,false,0.15789473684210525
10,RandomForest,false,SMOTE,false,0.1590909090909091
9,RandomForest,true,NotSet,false,0.2222222222222222
21,RandomForest,false,NotSet,true,0.32
4,NaiveBayes,true,OverSampl,false,0.3333333333333333
2,RandomForest,false,SMOTE,false,0.1875
2,RandomForest,true,NotSet,false,0.1875
12,IBk,false,OverSampl,false,0.21428571428571427
15,RandomForest,false,NotSet,false,0.23809523809523808
7,RandomForest,true,NotSet,true,0.18518518518518517
2,NaiveBayes,false,NotSet,true,0.125
9,IBk,true,SMOTE,false,0.2222222222222222
10,IBk,true,NotSet,false,0.2222222222222222
16,IBk,true,SMOTE,false,0.24390243902439024
3,RandomForest,false,UnderSampl,false,0.25
10,NaiveBayes,true,NotSet,false,0.28888888888888886
13,IBk,true,NotSet,true,0.25
25,RandomForest,true,SMOTE,false,0.2542372881355932
6,IBk,true,OverSampl,false,0.36363636363636365
26,IBk,true,NotSet,false,0.22727272727272727
23,IBk,true,OverSampl,false,0.3090909090909091
23,NaiveBayes,true,SMOTE,false,0.2727272727272727
9,IBk,false,SMOTE,false,0.2222222222222222
18,IBk,true,NotSet,true,0.10714285714285714
7,IBk,false,NotSet,true,0.18518518518518517
6,IBk,false,NotSet,true,0.3235294117647059
12,IBk,true,UnderSampl,false,0.2926829268292683
19,RandomForest,true,NotSet,true,0.19298245614035087
18,NaiveBayes,true,OverSampl,false,0.19642857142857142
7,IBk,false,SMOTE,false,0.18518518518518517
6,NaiveBayes,false,SMOTE,false,0.35294117647058826
1,NaiveBayes,true,UnderSampl,false,0.1875
2,NaiveBayes,false,OverSampl,false,0.125
7,RandomForest,true,OverSampl,false,0.14814814814814814
12,RandomForest,false,NotSet,false,0.23809523809523808
5,NaiveBayes,true,UnderSampl,false,0.20588235294117646
14,RandomForest,false,UnderSampl,false,0.28888888888888886
7,NaiveBayes,true,UnderSampl,false,0.15384615384615385
14,IBk,false,UnderSampl,false,0.28888888888888886
6,IBk,true,SMOTE,false,0.4117647058823529
10,NaiveBayes,true,OverSampl,false,0.3333333333333333
3,NaiveBayes,false,UnderSampl,false,0.1282051282051282
9,RandomForest,false,OverSampl,false,0.2
9,NaiveBayes,false,NotSet,false,0.13333333333333333
24,RandomForest,false,UnderSampl,false,0.29508196721311475
10,IBk,false,NotSet,true,0.15555555555555556
22,IBk,false,OverSampl,false,0.37777777777777777
10,NaiveBayes,true,UnderSampl,false,0.26666666666666666
6,NaiveBayes,false,NotSet,true,0.29411764705882354
17,RandomForest,true,NotSet,false,0.2558139534883721
25,NaiveBayes,true,UnderSampl,false,0.22413793103448276
15,NaiveBayes,true,NotSet,false,0.23255813953488372
14,IBk,true,SMOTE,false,0.22727272727272727
22,IBk,true,NotSet,true,0.35555555555555557
25,RandomForest,false,NotSet,true,0.23728813559322035
19,IBk,false,NotSet,false,0.1724137931034483
26,RandomForest,false,NotSet,true,0.09090909090909091
18,NaiveBayes,false,SMOTE,false,0.14285714285714285
19,RandomForest,false,UnderSampl,false,0.27586206896551724
9,RandomForest,false,NotSet,false,0.24444444444444444
25,RandomForest,true,NotSet,true,0.288135593220339
26,RandomForest,false,OverSampl,false,0.09090909090909091
21,RandomForest,true,UnderSampl,false,0.3
9,NaiveBayes,true,NotSet,false,0.3181818181818182
17,IBk,false,UnderSampl,false,0.20930232558139536
17,NaiveBayes,true,UnderSampl,false,0.18604651162790697
13,IBk,false,NotSet,false,0.16666666666666666
22,RandomForest,false,OverSampl,false,0.3333333333333333
2,IBk,true,UnderSampl,false,0.21875
5,NaiveBayes,false,SMOTE,false,0.11428571428571428
20,IBk,false,UnderSampl,false,0.21311475409836064
5,RandomForest,true,NotSet,false,0.22857142857142856
10,IBk,true,SMOTE,false,0.2
15,IBk,false,OverSampl,false,0.20930232558139536
8,RandomForest,true,SMOTE,false,0.20512820512820512
26,IBk,false,NotSet,false,0.2727272727272727
17,RandomForest,true,NotSet,true,0.23255813953488372
26,NaiveBayes,true,OverSampl,false,0.2727272727272727
1,RandomForest,false,OverSampl,false,0.125
1,IBk,true,SMOTE,false,0.25
18,RandomForest,false,NotSet,false,0.16363636363636364
12,NaiveBayes,false,SMOTE,false,0.16666666666666666
21,RandomForest,true,NotSet,false,0.28
7,RandomForest,false,SMOTE,false,0.2222222222222222
5,RandomForest,false,OverSampl,false,0.34285714285714286
21,RandomForest,false,OverSampl,false,0.3
20,IBk,true,SMOTE,false,0.16129032258064516
25,RandomForest,true,NotSet,false,0.23728813559322035
7,NaiveBayes,false,NotSet,false,0.1111111111111111
21,RandomForest,true,SMOTE,false,0.24
22,IBk,false,NotSet,true,0.3333333333333333
21,IBk,false,UnderSampl,false,0.14
23,RandomForest,false,OverSampl,false,0.2545454545454545
21,RandomForest,false,SMOTE,false,0.32
12,IBk,false,NotSet,true,0.23809523809523808
20,NaiveBayes,false,OverSampl,false,0.12903225806451613
1,RandomForest,false,NotSet,false,0.125
1,IBk,false,UnderSampl,false,0.11764705882352941
1,NaiveBayes,true,SMOTE,false,0.1875
13,NaiveBayes,false,OverSampl,false,0.16666666666666666
13,IBk,true,OverSampl,false,0.22916666666666666
25,IBk,true,NotSet,true,0.2542372881355932
6,NaiveBayes,false,NotSet,false,0.23529411764705882
6,NaiveBayes,true,NotSet,true,0.38235294117647056
21,IBk,false,NotSet,false,0.22
11,IBk,false,UnderSampl,false,0.24390243902439024
17,NaiveBayes,false,NotSet,true,0.20454545454545456
13,RandomForest,true,SMOTE,false,0.2765957446808511
13,IBk,false,OverSampl,false,0.16666666666666666
1,NaiveBayes,true,NotSet,false,0.1875
13,RandomForest,true,NotSet,false,0.19148936170212766
11,NaiveBayes,true,NotSet,false,0.36585365853658536
1,NaiveBayes,false,UnderSampl,false,0.0625
13,RandomForest,false,UnderSampl,false,0.2708333333333333
2,IBk,true,SMOTE,false,0.21875
20,NaiveBayes,false,UnderSampl,false,0.12903225806451613
8,RandomForest,true,OverSampl,false,0.20512820512820512
23,IBk,false,NotSet,false,0.32727272727272727
16,RandomForest,false,OverSampl,false,0.2926829268292683
16,IBk,true,NotSet,false,0.24390243902439024
15,NaiveBayes,false,NotSet,true,0.18604651162790697
11,RandomForest,false,NotSet,false,0.21951219512195122
1,IBk,false,SMOTE,false,0.11764705882352941
10,IBk,false,NotSet,false,0.15555555555555556
15,RandomForest,true,NotSet,false,0.2619047619047619
4,NaiveBayes,false,NotSet,true,0.23809523809523808
7,IBk,true,SMOTE,false,0.18518518518518517
1,IBk,true,NotSet,false,0.25
12,NaiveBayes,true,OverSampl,false,0.14634146341463414
17,RandomForest,false,NotSet,true,0.18604651162790697
20,NaiveBayes,true,UnderSampl,false,0.16129032258064516
3,NaiveBayes,true,NotSet,true,0.1794871794871795
20,NaiveBayes,false,NotSet,true,0.12903225806451613
26,NaiveBayes,false,SMOTE,false,0.22727272727272727
18,NaiveBayes,false,OverSampl,false,0.125
1,IBk,true,NotSet,true,0.25
15,IBk,false,NotSet,true,0.23255813953488372
10,IBk,true,OverSampl,false,0.2
11,IBk,true,UnderSampl,false,0.17073170731707318
15,NaiveBayes,true,NotSet,true,0.2558139534883721
23,NaiveBayes,false,OverSampl,false,0.14545454545454545
5,NaiveBayes,false,NotSet,true,0.14285714285714285
9,NaiveBayes,false,OverSampl,false,0.13333333333333333
13,IBk,false,SMOTE,false,0.16666666666666666
8,NaiveBayes,true,UnderSampl,false,0.1282051282051282
24,IBk,false,UnderSampl,false,0.32786885245901637
23,RandomForest,true,OverSampl,false,0.2909090909090909
6,IBk,false,OverSampl,false,0.3235294117647059
6,RandomForest,false,UnderSampl,false,0.4411764705882353
8,NaiveBayes,true,OverSampl,false,0.15789473684210525
7,NaiveBayes,true,NotSet,true,0.11538461538461539
1,IBk,true,OverSampl,false,0.17647058823529413
7,NaiveBayes,false,NotSet,true,0.1111111111111111
7,NaiveBayes,true,NotSet,false,0.14814814814814814
21,NaiveBayes,true,UnderSampl,false,0.3
23,NaiveBayes,false,NotSet,false,0.14545454545454545
