@relation /BOOKKEEPER_TRAINING-SET4.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
96,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
88,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
71,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
114,14,14.0,14,14,14.0,14,28,28.0,28,0,0.0,0,1,0,1,NO
342,42,42.0,42,36,36.0,36,78,78.0,78,6,6.0,6,1,0,1,YES
84,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
129,7,7.0,7,1,1.0,1,8,8.0,8,6,6.0,6,1,1,1,NO
363,5,5.0,5,11,11.0,11,16,16.0,16,6,6.0,6,1,1,1,YES
242,12,12.0,12,1,1.0,1,13,13.0,13,11,11.0,11,1,1,1,YES
682,120,30.0,120,24,6.0,24,144,36.0,144,96,24.0,96,4,1,1,YES
366,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,YES
103,5,5.0,5,1,1.0,1,6,6.0,6,4,4.0,4,1,1,1,YES
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,9,9.0,9,0,0.0,0,9,9.0,9,9,9.0,9,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
183,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
143,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,3,3.0,3,3,3.0,3,6,6.0,6,0,0.0,0,1,0,1,NO
162,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
6523,6504,6504.0,6504,6348,6348.0,6348,12852,12852.0,12852,156,156.0,156,1,0,1,YES
153,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
400,407,135.66667,407,7,2.3333333,7,414,138.0,414,400,133.33333,400,3,0,2,YES
425,428,214.0,428,3,1.5,3,431,215.5,431,425,212.5,425,2,0,1,YES
1041,1057,528.5,1057,16,8.0,16,1073,536.5,1073,1041,520.5,1041,2,0,1,YES
92,92,92.0,92,0,0.0,0,92,92.0,92,92,92.0,92,1,0,1,YES
355,357,178.5,357,2,1.0,2,359,179.5,359,359,179.5,359,2,0,1,YES
105,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
105,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
101,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
299,12,6.0,12,2,1.0,2,14,7.0,14,10,5.0,10,2,0,1,YES
32,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
85,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,YES
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,7,3.5,7,0,0.0,0,7,3.5,7,7,3.5,7,2,0,1,YES
574,11,5.5,11,3,1.5,3,14,7.0,14,8,4.0,8,2,0,1,YES
67,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,0,1,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
72,8,8.0,8,0,0.0,0,8,8.0,8,8,8.0,8,1,0,1,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
51,52,26.0,52,1,0.5,1,53,26.5,53,51,25.5,51,2,0,1,NO
31,31,31.0,31,0,0.0,0,31,31.0,31,31,31.0,31,1,0,1,NO
77,9,9.0,9,0,0.0,0,9,9.0,9,9,9.0,9,1,0,1,YES
168,14,14.0,14,0,0.0,0,14,14.0,14,14,14.0,14,1,0,1,YES
81,10,10.0,10,1,1.0,1,11,11.0,11,9,9.0,9,1,0,1,YES
37,37,37.0,37,0,0.0,0,37,37.0,37,37,37.0,37,1,0,1,NO
27,27,27.0,27,0,0.0,0,27,27.0,27,27,27.0,27,1,0,1,NO
48,48,48.0,48,0,0.0,0,48,48.0,48,48,48.0,48,1,0,1,NO
436,79,26.333334,79,28,9.333333,28,107,35.666668,107,67,22.333334,67,3,0,1,YES
77,77,77.0,77,0,0.0,0,77,77.0,77,77,77.0,77,1,0,1,YES
63,63,63.0,63,0,0.0,0,63,63.0,63,63,63.0,63,1,0,1,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,193,96.5,193,2,1.0,2,195,97.5,195,191,95.5,191,2,0,1,YES
160,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,YES
906,207,69.0,207,38,12.666667,38,245,81.666664,245,169,56.333332,169,3,0,1,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
22,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
481,62,31.0,62,8,4.0,8,70,35.0,70,54,27.0,54,2,0,1,YES
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
94,3,3.0,3,0,0.0,0,3,3.0,3,3,3.0,3,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
744,43,14.333333,43,3,1.0,3,46,15.333333,46,40,13.333333,40,3,0,1,YES
64,64,64.0,64,0,0.0,0,64,64.0,64,64,64.0,64,1,0,1,YES
45,45,45.0,45,0,0.0,0,45,45.0,45,45,45.0,45,1,0,1,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
124,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
172,21,10.5,21,9,4.5,9,30,15.0,30,12,6.0,12,2,0,1,NO
36,2,2.0,2,2,2.0,2,4,4.0,4,0,0.0,0,1,0,1,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,0,1,NO
74,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
83,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
86,18,18.0,18,2,2.0,2,20,20.0,20,16,16.0,16,1,0,1,NO
355,253,84.333336,253,81,27.0,81,334,111.333336,334,186,62.0,186,3,0,1,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
612,185,46.25,185,25,6.25,25,210,52.5,210,160,40.0,160,4,0,1,YES
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
78,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
85,24,24.0,24,3,3.0,3,27,27.0,27,21,21.0,21,1,0,1,YES
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
108,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,NO
32,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
227,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
201,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,NO
80,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,5,5.0,5,0,0.0,0,5,5.0,5,5,5.0,5,1,0,1,NO
446,18,9.0,18,1,0.5,1,19,9.5,19,17,8.5,17,2,0,1,YES
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
79,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
215,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
271,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
458,14,14.0,14,7,7.0,7,21,21.0,21,7,7.0,7,1,0,1,YES
137,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
357,15,15.0,15,26,26.0,26,41,41.0,41,11,11.0,11,1,1,1,YES
1242,635,37.35294,635,157,9.235294,157,792,46.588234,792,510,30.0,510,17,9,3,YES
51,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
154,5,5.0,5,1,1.0,1,6,6.0,6,4,4.0,4,1,0,1,YES
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
928,945,189.0,945,17,3.4,17,962,192.4,962,938,187.6,938,5,1,3,NO
180,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
260,101,33.666668,101,37,12.333333,37,138,46.0,138,64,21.333334,64,3,1,2,YES
551,123,20.5,123,45,7.5,45,168,28.0,168,78,13.0,78,6,3,3,YES
40,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
361,109,36.333332,109,3,1.0,3,112,37.333332,112,106,35.333332,106,3,1,1,YES
388,18,9.0,18,9,4.5,9,27,13.5,27,9,4.5,9,2,1,2,YES
51,51,51.0,51,0,0.0,0,51,51.0,51,51,51.0,51,1,0,1,NO
577,122,17.428572,122,54,7.714286,54,176,25.142857,176,76,10.857142,76,7,3,3,NO
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
188,41,5.125,41,40,5.0,40,81,10.125,81,37,4.625,37,8,2,2,YES
582,30,5.0,30,24,4.0,24,54,9.0,54,18,3.0,18,6,4,3,NO
158,2,2.0,2,2,2.0,2,4,4.0,4,0,0.0,0,1,1,1,YES
50,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,1,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
928,207,23.0,207,67,7.4444447,67,274,30.444445,274,150,16.666666,150,9,4,2,YES
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,2,2.0,2,2,2.0,2,4,4.0,4,0,0.0,0,1,1,1,NO
87,4,4.0,4,5,5.0,5,9,9.0,9,1,1.0,1,1,1,1,NO
52,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,1,1,NO
268,270,90.0,270,2,0.6666667,2,272,90.666664,272,268,89.333336,268,3,2,2,NO
163,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
109,19,19.0,19,1,1.0,1,20,20.0,20,18,18.0,18,1,1,1,NO
147,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,59,29.5,59,1,0.5,1,60,30.0,60,58,29.0,58,2,0,1,NO
44,44,44.0,44,0,0.0,0,44,44.0,44,44,44.0,44,1,0,1,NO
106,108,108.0,108,0,0.0,0,108,108.0,108,108,108.0,108,1,0,1,NO
139,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
326,44,11.0,44,0,0.0,0,44,11.0,44,44,11.0,44,4,0,1,NO
648,121,12.1,121,55,5.5,55,176,17.6,176,104,10.4,104,10,5,3,NO
778,319,24.538462,319,341,26.23077,341,660,50.76923,660,330,25.384615,330,13,2,3,YES
314,122,40.666668,122,24,8.0,24,146,48.666668,146,102,34.0,102,3,1,2,YES
55,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,7,7.0,7,0,0.0,0,7,7.0,7,7,7.0,7,1,0,1,NO
90,38,19.0,38,13,6.5,13,51,25.5,51,25,12.5,25,2,0,1,NO
273,285,71.25,285,12,3.0,12,297,74.25,297,281,70.25,281,4,0,1,NO
137,16,4.0,16,29,7.25,29,45,11.25,45,19,4.75,19,4,1,2,NO
79,13,4.3333335,13,15,5.0,15,28,9.333333,28,6,2.0,6,3,1,2,NO
82,0,0.0,0,2,2.0,2,2,2.0,2,2,2.0,2,1,0,1,NO
147,168,33.6,168,21,4.2,21,189,37.8,189,147,29.4,147,5,1,2,NO
422,517,129.25,517,95,23.75,95,612,153.0,612,422,105.5,422,4,1,1,NO
978,338,28.166666,338,265,22.083334,265,603,50.25,603,185,15.416667,185,12,9,3,YES
467,273,30.333334,273,118,13.111111,118,391,43.444443,391,181,20.11111,181,9,5,3,YES
189,56,18.666666,56,38,12.666667,38,94,31.333334,94,60,20.0,60,3,1,2,NO
153,2,1.0,2,2,1.0,2,4,2.0,4,0,0.0,0,2,1,2,NO
84,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
182,60,12.0,60,47,9.4,47,107,21.4,107,55,11.0,55,5,4,3,NO
358,438,36.5,438,269,22.416666,269,707,58.916668,707,425,35.416668,425,12,9,3,NO
126,9,3.0,9,10,3.3333333,10,19,6.3333335,19,1,0.33333334,1,3,2,2,NO
106,31,15.5,31,4,2.0,4,35,17.5,35,27,13.5,27,2,2,1,NO
109,36,18.0,36,17,8.5,17,53,26.5,53,19,9.5,19,2,0,1,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
236,127,25.4,127,4,0.8,4,131,26.2,131,129,25.8,129,5,1,2,NO
314,74,18.5,74,36,9.0,36,110,27.5,110,110,27.5,110,4,3,1,YES
694,153,25.5,153,8,1.3333334,8,161,26.833334,161,145,24.166666,145,6,1,3,YES
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,1,1,NO
301,203,29.0,203,185,26.428572,185,388,55.42857,388,234,33.42857,234,7,1,3,YES
153,49,9.8,49,71,14.2,71,120,24.0,120,34,6.8,34,5,1,3,NO
92,97,24.25,97,5,1.25,5,102,25.5,102,102,25.5,102,4,0,2,NO
466,128,25.6,128,169,33.8,169,297,59.4,297,53,10.6,53,5,1,3,YES
93,98,24.5,98,5,1.25,5,103,25.75,103,103,25.75,103,4,0,2,NO
244,78,15.6,78,43,8.6,43,121,24.2,121,57,11.4,57,5,0,3,NO
192,135,67.5,135,90,45.0,90,225,112.5,225,135,67.5,135,2,0,2,NO
250,236,59.0,236,84,21.0,84,320,80.0,320,168,42.0,168,4,0,2,YES
109,109,36.333332,109,0,0.0,0,109,36.333332,109,109,36.333332,109,3,0,1,NO
601,752,376.0,752,151,75.5,151,903,451.5,903,781,390.5,781,2,0,2,NO
565,627,48.23077,627,62,4.769231,62,689,53.0,689,567,43.615383,567,13,0,3,YES
69,72,36.0,72,3,1.5,3,75,37.5,75,69,34.5,69,2,1,1,NO
77,77,77.0,77,0,0.0,0,77,77.0,77,77,77.0,77,1,0,1,NO
94,94,94.0,94,0,0.0,0,94,94.0,94,94,94.0,94,1,0,1,NO
337,337,337.0,337,0,0.0,0,337,337.0,337,337,337.0,337,1,0,1,NO
214,214,214.0,214,0,0.0,0,214,214.0,214,214,214.0,214,1,0,1,NO
79,79,79.0,79,0,0.0,0,79,79.0,79,79,79.0,79,1,0,1,NO
25,25,25.0,25,0,0.0,0,25,25.0,25,25,25.0,25,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,84,84.0,84,1,0,1,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,34,34.0,34,1,0,1,NO
33,33,33.0,33,0,0.0,0,33,33.0,33,33,33.0,33,1,0,1,NO
104,104,104.0,104,0,0.0,0,104,104.0,104,104,104.0,104,1,0,1,NO
172,172,172.0,172,0,0.0,0,172,172.0,172,172,172.0,172,1,0,1,NO
70,70,70.0,70,0,0.0,0,70,70.0,70,70,70.0,70,1,0,1,NO
140,140,140.0,140,0,0.0,0,140,140.0,140,140,140.0,140,1,0,1,NO
154,154,154.0,154,0,0.0,0,154,154.0,154,154,154.0,154,1,0,1,YES
248,13,13.0,13,1,1.0,1,14,14.0,14,12,12.0,12,1,1,1,NO
275,62,31.0,62,14,7.0,14,76,38.0,76,48,24.0,48,2,2,1,YES
176,4,4.0,4,0,0.0,0,4,4.0,4,4,4.0,4,1,0,1,NO
624,141,14.1,141,24,2.4,24,165,16.5,165,121,12.1,121,10,4,3,YES
91,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,1,1,YES
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
132,1,1.0,1,1,1.0,1,2,2.0,2,0,0.0,0,1,0,1,NO
4088,4114,587.7143,4114,26,3.7142856,26,4140,591.4286,4140,4088,584.0,4088,7,1,2,NO
558,33,16.5,33,4,2.0,4,37,18.5,37,33,16.5,33,2,1,2,NO
727,89,12.714286,89,56,8.0,56,145,20.714285,145,49,7.0,49,7,5,3,YES
150,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,1,1,YES
503,577,144.25,577,74,18.5,74,651,162.75,651,503,125.75,503,4,0,1,YES
325,415,69.166664,415,90,15.0,90,505,84.166664,505,325,54.166668,325,6,0,2,YES
273,293,48.833332,293,20,3.3333333,20,313,52.166668,313,287,47.833332,287,6,2,2,NO
136,142,47.333332,142,6,2.0,6,148,49.333332,148,142,47.333332,142,3,1,2,NO
56,56,56.0,56,0,0.0,0,56,56.0,56,56,56.0,56,1,0,1,NO
74,81,27.0,81,7,2.3333333,7,88,29.333334,88,74,24.666666,74,3,0,2,NO
357,466,58.25,466,109,13.625,109,575,71.875,575,359,44.875,359,8,0,1,NO
174,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
148,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,46,23.0,46,1,0.5,1,47,23.5,47,45,22.5,45,2,0,1,NO
168,171,85.5,171,3,1.5,3,174,87.0,174,168,84.0,168,2,1,2,NO
77,77,77.0,77,0,0.0,0,77,77.0,77,77,77.0,77,1,0,1,NO
664,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
88,33,33.0,33,0,0.0,0,33,33.0,33,33,33.0,33,1,0,1,NO
260,13,4.3333335,13,9,3.0,9,22,7.3333335,22,6,2.0,6,3,1,3,YES
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,15,15.0,15,5,5.0,5,20,20.0,20,10,10.0,10,1,1,1,NO
140,42,21.0,42,0,0.0,0,42,21.0,42,42,21.0,42,2,2,2,NO
152,152,76.0,152,0,0.0,0,152,76.0,152,152,76.0,152,2,0,1,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
131,131,131.0,131,0,0.0,0,131,131.0,131,131,131.0,131,1,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,47,47.0,47,1,0,1,NO
129,64,32.0,64,4,2.0,4,68,34.0,68,60,30.0,60,2,1,2,NO
43,43,43.0,43,0,0.0,0,43,43.0,43,43,43.0,43,1,0,1,NO
243,182,45.5,182,33,8.25,33,215,53.75,215,193,48.25,193,4,1,2,NO
62,63,31.5,63,1,0.5,1,64,32.0,64,62,31.0,62,2,1,1,NO
45,45,45.0,45,0,0.0,0,45,45.0,45,45,45.0,45,1,0,1,NO
94,94,94.0,94,0,0.0,0,94,94.0,94,94,94.0,94,1,1,1,YES
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,28,14.0,28,2,1.0,2,30,15.0,30,26,13.0,26,2,1,1,NO
380,63,21.0,63,1,0.33333334,1,64,21.333334,64,62,20.666666,62,3,1,2,NO
138,4,4.0,4,2,2.0,2,6,6.0,6,2,2.0,2,1,1,1,YES
142,5,2.5,5,4,2.0,4,9,4.5,9,3,1.5,3,2,1,1,YES
191,5,5.0,5,4,4.0,4,9,9.0,9,1,1.0,1,1,1,1,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
165,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
171,12,6.0,12,3,1.5,3,15,7.5,15,9,4.5,9,2,0,1,NO
56,10,10.0,10,12,12.0,12,22,22.0,22,2,2.0,2,1,0,1,NO
179,35,11.666667,35,4,1.3333334,4,39,13.0,39,31,10.333333,31,3,1,2,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,34,34.0,34,1,1,1,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,34,34.0,34,1,0,1,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
156,156,156.0,156,0,0.0,0,156,156.0,156,156,156.0,156,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,84,84.0,84,1,0,1,NO
117,75,25.0,75,54,18.0,54,129,43.0,129,33,11.0,33,3,1,2,NO
94,13,6.5,13,7,3.5,7,20,10.0,20,10,5.0,10,2,0,1,NO
71,18,9.0,18,18,9.0,18,36,18.0,36,6,3.0,6,2,0,2,NO
183,163,23.285715,163,322,46.0,322,485,69.28571,485,253,36.142857,253,7,2,2,NO
85,26,13.0,26,25,12.5,25,51,25.5,51,3,1.5,3,2,0,2,NO
183,183,91.5,183,0,0.0,0,183,91.5,183,183,91.5,183,2,0,1,NO
70,71,35.5,71,1,0.5,1,72,36.0,72,70,35.0,70,2,0,1,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,54,54.0,54,1,0,1,NO
160,160,160.0,160,0,0.0,0,160,160.0,160,160,160.0,160,1,0,1,NO
125,105,11.666667,105,343,38.11111,343,448,49.77778,448,360,40.0,360,9,3,2,NO
151,119,19.833334,119,210,35.0,210,329,54.833332,329,211,35.166668,211,6,3,2,NO
421,273,30.333334,273,534,59.333332,534,807,89.666664,807,571,63.444443,571,9,3,2,YES
219,222,55.5,222,3,0.75,3,225,56.25,225,219,54.75,219,4,1,2,YES
50,50,50.0,50,0,0.0,0,50,50.0,50,50,50.0,50,1,0,1,NO
42,42,21.0,42,0,0.0,0,42,21.0,42,42,21.0,42,2,1,2,NO
624,624,312.0,624,0,0.0,0,624,312.0,624,624,312.0,624,2,0,1,NO
377,402,134.0,402,25,8.333333,25,427,142.33333,427,377,125.666664,377,3,1,1,NO
383,384,192.0,384,1,0.5,1,385,192.5,385,383,191.5,383,2,0,1,NO
72,72,72.0,72,0,0.0,0,72,72.0,72,72,72.0,72,1,0,1,NO
92,92,92.0,92,0,0.0,0,92,92.0,92,92,92.0,92,1,0,1,NO
284,284,142.0,284,0,0.0,0,284,142.0,284,284,142.0,284,2,0,1,YES
371,371,371.0,371,0,0.0,0,371,371.0,371,371,371.0,371,1,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,47,47.0,47,1,0,1,NO
108,108,54.0,108,0,0.0,0,108,54.0,108,108,54.0,108,2,0,1,NO
111,111,111.0,111,0,0.0,0,111,111.0,111,111,111.0,111,1,0,1,NO
319,319,106.333336,319,0,0.0,0,319,106.333336,319,319,106.333336,319,3,0,1,NO
129,653,217.66667,653,524,174.66667,524,1177,392.33334,1177,1153,384.33334,1153,3,0,1,NO
49,49,49.0,49,0,0.0,0,49,49.0,49,49,49.0,49,1,0,1,NO
358,364,91.0,364,6,1.5,6,370,92.5,370,358,89.5,358,4,1,1,NO
277,774,154.8,774,497,99.4,497,1271,254.2,1271,863,172.6,863,5,1,1,NO
49,49,24.5,49,0,0.0,0,49,24.5,49,49,24.5,49,2,0,1,NO
89,89,89.0,89,0,0.0,0,89,89.0,89,89,89.0,89,1,0,1,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
24,24,24.0,24,0,0.0,0,24,24.0,24,24,24.0,24,1,0,1,NO
50,50,50.0,50,0,0.0,0,50,50.0,50,50,50.0,50,1,0,1,NO
72,81,40.5,81,9,4.5,9,90,45.0,90,72,36.0,72,2,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,47,47.0,47,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
183,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
