TicketKey,CreationDate,ResolutionDate, OV,FV,AV
ZOOKEEPER-2142,2015-03-16,2015-10-31,24,25,2
ZOOKEEPER-2141,2015-03-16,2016-04-06,24,27,1
ZOOKEEPER-2133,2015-03-05,2016-03-11,24,27,2
ZOOKEEPER-2124,2015-02-20,2015-05-24,24,24,1
ZOOKEEPER-2114,2015-02-05,2015-02-22,24,24,1
ZOOKEEPER-2111,2015-01-27,2015-01-31,24,24,0
ZOOKEEPER-2109,2015-01-26,2015-03-16,24,24,1
ZOOKEEPER-2108,2015-01-26,2022-05-04,24,46,1
ZOOKEEPER-2096,2014-12-19,2015-06-02,24,24,2
ZOOKEEPER-2082,2014-11-14,2018-10-21,24,35,1
ZOOKEEPER-2074,2014-11-07,2016-08-10,24,28,1
ZOOKEEPER-2073,2014-11-04,2015-02-22,24,24,0
ZOOKEEPER-2072,2014-10-28,2015-01-30,24,24,0
ZOOKEEPER-2064,2014-10-21,2014-11-29,24,24,0
ZOOKEEPER-2062,2014-10-14,2015-05-05,24,24,1
ZOOKEEPER-2060,2014-10-14,2014-11-19,24,24,2
ZOOKEEPER-2058,2014-10-09,2014-10-13,24,24,0
ZOOKEEPER-2056,2014-10-08,2015-04-07,24,24,2
ZOOKEEPER-2054,2014-10-07,2014-10-08,24,24,0
ZOOKEEPER-2052,2014-10-02,2014-10-28,24,24,2
ZOOKEEPER-2049,2014-09-29,2014-10-16,24,24,3
ZOOKEEPER-2044,2014-09-22,2017-01-31,24,29,1
ZOOKEEPER-2039,2014-09-16,2014-09-18,24,24,2
ZOOKEEPER-2033,2014-09-10,2015-09-03,24,25,1
ZOOKEEPER-2030,2014-09-07,2014-09-17,24,24,1
ZOOKEEPER-2029,2014-09-05,2015-04-11,24,24,1
ZOOKEEPER-2026,2014-09-02,2014-09-28,24,24,2
ZOOKEEPER-2014,2014-08-21,2016-11-13,24,29,1
ZOOKEEPER-2013,2014-08-19,2014-08-20,24,24,0
ZOOKEEPER-2008,2014-08-12,2014-08-14,24,24,1
ZOOKEEPER-2006,2014-08-07,2014-08-19,24,24,1
ZOOKEEPER-1991,2014-07-26,2016-03-02,23,27,1
ZOOKEEPER-1969,2014-07-18,2014-07-18,23,23,0
ZOOKEEPER-1964,2014-07-11,2014-07-14,23,23,0
ZOOKEEPER-1952,2014-07-02,2015-03-01,23,24,1
ZOOKEEPER-1949,2014-06-27,2015-02-11,23,24,0
ZOOKEEPER-1945,2014-06-24,2014-06-25,23,23,1
ZOOKEEPER-1943,2014-06-19,2014-06-23,23,23,1
ZOOKEEPER-1939,2014-06-12,2014-06-25,23,23,0
ZOOKEEPER-1937,2014-06-11,2014-07-24,23,23,1
ZOOKEEPER-1936,2014-06-10,2020-01-23,23,38,2
ZOOKEEPER-1933,2014-06-03,2014-07-25,23,23,1
ZOOKEEPER-1930,2014-05-28,2014-05-28,23,23,0
ZOOKEEPER-1929,2014-05-24,2015-11-21,23,25,3
ZOOKEEPER-1927,2014-05-10,2015-08-25,23,24,1
ZOOKEEPER-1926,2014-05-08,2014-05-09,23,23,0
ZOOKEEPER-1923,2014-05-05,2014-05-08,23,23,1
ZOOKEEPER-1917,2014-04-22,2014-10-13,23,24,0
ZOOKEEPER-1913,2014-04-18,2014-04-18,23,23,2
ZOOKEEPER-1911,2014-04-11,2014-04-25,23,23,2
ZOOKEEPER-1910,2014-04-11,2014-04-29,23,23,0
ZOOKEEPER-1906,2014-03-31,2014-04-01,23,23,2
ZOOKEEPER-1901,2014-03-23,2014-03-23,23,23,1
ZOOKEEPER-1900,2014-03-21,2014-06-30,23,23,2
ZOOKEEPER-1898,2014-03-20,2016-07-26,23,28,1
ZOOKEEPER-1897,2014-03-18,2014-04-03,23,23,1
ZOOKEEPER-1893,2014-03-13,2015-03-15,23,24,0
ZOOKEEPER-1888,2014-02-25,2014-03-14,22,23,1
ZOOKEEPER-1883,2014-02-18,2014-03-13,22,23,0
ZOOKEEPER-1878,2014-02-09,2014-03-27,22,23,1
ZOOKEEPER-1864,2014-01-20,2014-05-17,22,23,0
ZOOKEEPER-1844,2013-12-16,2014-02-12,22,22,2
ZOOKEEPER-1843,2013-12-16,2014-04-26,22,23,0
ZOOKEEPER-1839,2013-12-13,2013-12-16,22,22,1
ZOOKEEPER-1836,2013-12-13,2014-05-15,22,23,0
ZOOKEEPER-1833,2013-12-07,2015-11-03,22,25,1
ZOOKEEPER-1823,2013-11-28,2018-09-12,22,35,0
ZOOKEEPER-1812,2013-11-10,2013-11-12,22,22,2
ZOOKEEPER-1811,2013-11-07,2014-02-10,22,22,1
ZOOKEEPER-1807,2013-11-01,2018-05-10,22,33,0
ZOOKEEPER-1805,2013-10-30,2014-03-13,22,23,0
ZOOKEEPER-1803,2013-10-26,2015-09-25,22,25,0
ZOOKEEPER-1799,2013-10-22,2013-10-22,22,22,1
ZOOKEEPER-1798,2013-10-20,2013-11-14,22,22,0
ZOOKEEPER-1797,2013-10-18,2014-05-18,22,23,1
ZOOKEEPER-1782,2013-10-04,2017-06-23,22,31,1
ZOOKEEPER-1781,2013-10-04,2013-10-07,22,22,1
ZOOKEEPER-1770,2013-09-30,2013-10-01,22,22,1
ZOOKEEPER-1765,2013-09-25,2013-10-02,22,22,0
ZOOKEEPER-1756,2013-09-08,2013-12-16,22,22,2
ZOOKEEPER-1755,2013-09-07,2014-02-19,22,22,1
ZOOKEEPER-1753,2013-09-05,2013-09-18,22,22,0
ZOOKEEPER-1752,2013-09-01,2019-03-03,22,35,0
ZOOKEEPER-1751,2013-08-31,2013-09-18,22,22,2
ZOOKEEPER-1745,2013-08-26,2014-04-25,22,23,1
ZOOKEEPER-1744,2013-08-22,2013-10-24,22,22,1
ZOOKEEPER-1740,2013-08-15,2016-02-07,22,26,1
ZOOKEEPER-1733,2013-07-20,2013-12-18,22,22,1
ZOOKEEPER-1732,2013-07-19,2013-10-30,22,22,1
ZOOKEEPER-1731,2013-07-16,2013-08-02,22,22,0
ZOOKEEPER-1719,2013-06-25,2013-06-28,22,22,2
ZOOKEEPER-1714,2013-06-06,2013-06-21,22,22,1
ZOOKEEPER-1713,2013-06-06,2013-09-02,22,22,1
ZOOKEEPER-1706,2013-05-13,2013-05-13,22,22,1
ZOOKEEPER-1702,2013-05-09,2013-07-01,22,22,1
ZOOKEEPER-1697,2013-05-01,2013-05-11,22,22,2
ZOOKEEPER-1696,2013-04-24,2013-09-27,22,22,1
ZOOKEEPER-1686,2013-04-05,2013-09-30,22,22,1
ZOOKEEPER-1673,2013-03-19,2014-04-25,22,23,1
ZOOKEEPER-1670,2013-03-15,2013-10-01,22,22,1
ZOOKEEPER-1667,2013-03-14,2013-10-22,22,22,2
ZOOKEEPER-1664,2013-03-13,2013-09-11,22,22,2
ZOOKEEPER-1663,2013-03-12,2013-05-20,22,22,1
ZOOKEEPER-1657,2013-03-01,2013-09-18,22,22,1
ZOOKEEPER-1655,2013-02-28,2013-10-01,22,22,1
ZOOKEEPER-1653,2013-02-27,2013-11-26,22,22,1
ZOOKEEPER-1648,2013-02-18,2013-02-19,22,22,0
ZOOKEEPER-1646,2013-02-12,2013-10-17,22,22,2
ZOOKEEPER-1643,2013-02-09,2013-02-20,22,22,1
ZOOKEEPER-1642,2013-02-08,2013-05-16,22,22,0
ZOOKEEPER-1641,2013-02-06,2013-02-16,22,22,0
ZOOKEEPER-1636,2013-01-31,2018-12-10,22,35,1
ZOOKEEPER-1633,2013-01-30,2013-04-02,22,22,0
ZOOKEEPER-1632,2013-01-29,2013-12-04,22,22,0
ZOOKEEPER-1629,2013-01-25,2013-07-15,22,22,0
ZOOKEEPER-1628,2013-01-24,2013-01-25,22,22,0
ZOOKEEPER-1624,2013-01-18,2013-10-10,22,22,0
ZOOKEEPER-1622,2013-01-16,2013-12-16,22,22,2
ZOOKEEPER-1613,2012-12-30,2013-01-25,22,22,1
ZOOKEEPER-1610,2012-12-26,2013-10-11,22,22,2
ZOOKEEPER-1606,2012-12-21,2013-02-19,22,22,2
ZOOKEEPER-1596,2012-12-03,2012-12-11,22,22,2
ZOOKEEPER-1581,2012-11-08,2012-12-12,21,22,0
ZOOKEEPER-1578,2012-11-08,2012-12-17,21,22,1
ZOOKEEPER-1575,2012-11-07,2014-04-04,21,23,0
ZOOKEEPER-1573,2012-11-01,2014-02-10,21,22,2
ZOOKEEPER-1563,2012-10-13,2012-12-28,21,22,1
ZOOKEEPER-1562,2012-10-13,2013-02-03,21,22,2
ZOOKEEPER-1560,2012-10-10,2012-10-31,21,21,2
ZOOKEEPER-1554,2012-10-03,2013-10-30,21,22,1
ZOOKEEPER-1551,2012-10-01,2013-10-08,21,22,1
ZOOKEEPER-1550,2012-09-26,2012-09-28,21,21,1
ZOOKEEPER-1538,2012-08-22,2012-09-07,20,20,1
ZOOKEEPER-1536,2012-08-16,2012-08-30,20,20,1
ZOOKEEPER-1535,2012-08-14,2012-12-31,20,22,0
ZOOKEEPER-1533,2012-08-13,2012-08-14,20,20,13
ZOOKEEPER-1522,2012-07-30,2012-08-01,19,19,2
ZOOKEEPER-1521,2012-07-26,2012-07-29,19,19,3
ZOOKEEPER-1518,2012-07-25,2012-08-01,19,19,1
ZOOKEEPER-1514,2012-07-20,2012-08-02,19,19,1
ZOOKEEPER-1513,2012-07-20,2012-12-12,19,22,1
ZOOKEEPER-1501,2012-07-04,2012-09-07,19,20,1
ZOOKEEPER-1496,2012-06-28,2012-09-17,19,20,1
ZOOKEEPER-1495,2012-06-28,2013-01-25,19,22,2
ZOOKEEPER-1494,2012-06-22,2012-09-10,19,20,2
ZOOKEEPER-1493,2012-06-20,2012-07-29,19,19,2
ZOOKEEPER-1490,2012-06-19,2012-06-30,19,19,0
ZOOKEEPER-1489,2012-06-18,2012-07-17,19,19,2
ZOOKEEPER-1483,2012-06-11,2012-09-14,19,20,1
ZOOKEEPER-1478,2012-06-03,2012-12-13,19,22,1
ZOOKEEPER-1474,2012-05-30,2012-11-28,19,22,4
ZOOKEEPER-1471,2012-05-21,2012-06-30,19,19,1
ZOOKEEPER-1466,2012-05-15,2012-06-29,19,19,3
ZOOKEEPER-1465,2012-05-10,2012-07-05,19,19,1
ZOOKEEPER-1462,2012-05-03,2013-10-02,19,22,1
ZOOKEEPER-1460,2012-04-30,2016-06-23,19,27,1
ZOOKEEPER-1451,2012-04-19,2012-04-25,19,19,1
ZOOKEEPER-1448,2012-04-17,2013-09-05,19,22,1
ZOOKEEPER-1440,2012-04-01,2014-03-12,19,23,1
ZOOKEEPER-1439,2012-04-01,2012-04-26,19,19,2
ZOOKEEPER-1437,2012-03-29,2012-09-09,19,20,1
ZOOKEEPER-1431,2012-03-23,2012-06-19,19,19,1
ZOOKEEPER-1427,2012-03-19,2012-07-17,18,19,1
ZOOKEEPER-1419,2012-03-16,2012-03-20,18,18,2
ZOOKEEPER-1417,2012-03-15,2013-06-06,18,22,1
ZOOKEEPER-1412,2012-03-12,2012-03-15,18,18,6
ZOOKEEPER-1406,2012-03-06,2012-03-18,18,18,1
ZOOKEEPER-1404,2012-03-05,2012-12-14,18,22,1
ZOOKEEPER-1403,2012-03-02,2012-03-18,18,18,2
ZOOKEEPER-1395,2012-02-21,2012-03-30,18,19,1
ZOOKEEPER-1392,2012-02-13,2019-02-06,17,35,1
ZOOKEEPER-1388,2012-02-07,2013-12-17,17,22,1
ZOOKEEPER-1387,2012-02-06,2012-12-13,17,22,1
ZOOKEEPER-1386,2012-02-03,2012-02-27,17,18,0
ZOOKEEPER-1384,2012-02-01,2012-03-19,17,18,1
ZOOKEEPER-1380,2012-01-30,2012-09-07,17,20,5
ZOOKEEPER-1379,2012-01-30,2013-09-02,17,22,1
ZOOKEEPER-1376,2012-01-27,2012-09-21,17,20,2
ZOOKEEPER-1374,2012-01-24,2012-02-06,17,17,1
ZOOKEEPER-1373,2012-01-24,2012-02-06,17,17,1
ZOOKEEPER-1371,2012-01-24,2015-11-21,17,25,4
ZOOKEEPER-1370,2012-01-24,2012-02-06,17,17,0
ZOOKEEPER-1367,2012-01-20,2012-01-31,17,17,1
ZOOKEEPER-1366,2012-01-19,2015-02-06,17,24,0
ZOOKEEPER-1361,2012-01-13,2012-09-17,17,20,1
ZOOKEEPER-1358,2012-01-10,2012-01-16,17,17,0
ZOOKEEPER-1354,2012-01-07,2012-03-02,17,18,1
ZOOKEEPER-1353,2012-01-06,2012-02-06,17,17,1
ZOOKEEPER-1352,2012-01-05,2012-02-06,17,17,1
ZOOKEEPER-1351,2012-01-04,2012-01-16,17,17,1
ZOOKEEPER-1348,2011-12-31,2012-02-06,17,17,1
ZOOKEEPER-1344,2011-12-26,2012-03-17,16,18,1
ZOOKEEPER-1343,2011-12-23,2012-01-04,16,17,1
ZOOKEEPER-1340,2011-12-22,2012-02-06,16,17,1
ZOOKEEPER-1339,2011-12-22,2012-05-08,16,19,1
ZOOKEEPER-1338,2011-12-22,2012-02-06,16,17,1
ZOOKEEPER-1336,2011-12-21,2012-02-06,16,17,1
ZOOKEEPER-1334,2011-12-20,2012-12-19,16,22,1
ZOOKEEPER-1333,2011-12-20,2011-12-21,16,16,1
ZOOKEEPER-1331,2011-12-19,2011-12-28,16,16,1
ZOOKEEPER-1327,2011-12-13,2012-02-06,15,17,0
ZOOKEEPER-1323,2011-12-09,2011-12-14,15,15,1
ZOOKEEPER-1319,2011-12-06,2011-12-09,15,15,1
ZOOKEEPER-1318,2011-12-04,2012-05-10,15,19,1
ZOOKEEPER-1317,2011-12-04,2011-12-09,15,15,2
ZOOKEEPER-1316,2011-12-04,2011-12-08,15,15,2
ZOOKEEPER-1315,2011-12-04,2011-12-09,15,15,2
ZOOKEEPER-1311,2011-11-30,2011-12-01,15,15,1
ZOOKEEPER-1309,2011-11-29,2012-02-27,15,18,1
ZOOKEEPER-1307,2011-11-23,2012-03-17,14,18,0
ZOOKEEPER-1305,2011-11-18,2011-12-08,13,15,1
ZOOKEEPER-1294,2011-11-09,2012-01-14,13,17,0
ZOOKEEPER-1283,2011-11-03,2011-11-15,13,13,1
ZOOKEEPER-1277,2011-11-02,2012-03-15,13,18,1
ZOOKEEPER-1273,2011-10-30,2011-10-31,13,13,0
ZOOKEEPER-1270,2011-10-28,2011-11-05,13,13,0
ZOOKEEPER-1265,2011-10-28,2011-10-28,13,13,0
ZOOKEEPER-1264,2011-10-28,2011-11-05,13,13,3
ZOOKEEPER-1262,2011-10-27,2011-12-28,13,16,1
ZOOKEEPER-1256,2011-10-27,2016-07-29,13,28,0
ZOOKEEPER-1241,2011-10-23,2011-10-24,13,13,1
ZOOKEEPER-1222,2011-10-12,2014-07-08,13,23,2
ZOOKEEPER-1220,2011-10-12,2011-12-14,13,15,1
ZOOKEEPER-1214,2011-10-05,2014-05-18,13,23,0
ZOOKEEPER-1212,2011-10-03,2011-10-19,13,13,3
ZOOKEEPER-1208,2011-09-28,2011-11-14,13,13,1
ZOOKEEPER-1206,2011-09-27,2011-09-29,13,13,1
ZOOKEEPER-1203,2011-09-23,2011-09-29,13,13,0
ZOOKEEPER-1194,2011-09-20,2011-11-05,13,13,0
ZOOKEEPER-1192,2011-09-19,2011-11-05,13,13,0
ZOOKEEPER-1189,2011-09-16,2011-09-27,13,13,1
ZOOKEEPER-1174,2011-09-08,2011-09-30,13,13,1
ZOOKEEPER-1163,2011-08-25,2012-06-25,13,19,1
ZOOKEEPER-1156,2011-08-18,2011-09-05,13,13,1
ZOOKEEPER-1154,2011-08-15,2011-09-05,13,13,1
ZOOKEEPER-1152,2011-08-12,2011-08-21,13,13,2
ZOOKEEPER-1136,2011-07-26,2011-09-14,13,13,0
ZOOKEEPER-1128,2011-07-19,2011-07-28,13,13,1
ZOOKEEPER-1119,2011-07-07,2011-07-25,13,13,1
ZOOKEEPER-1117,2011-07-05,2011-08-26,13,13,2
ZOOKEEPER-1111,2011-06-30,2011-07-19,13,13,0
ZOOKEEPER-1109,2011-06-24,2011-07-25,13,13,4
ZOOKEEPER-1108,2011-06-23,2011-09-09,13,13,1
ZOOKEEPER-1105,2011-06-23,2020-02-05,13,38,2
ZOOKEEPER-1101,2011-06-21,2011-08-01,13,13,0
ZOOKEEPER-1100,2011-06-21,2011-12-26,13,16,1
ZOOKEEPER-1097,2011-06-16,2011-06-26,13,13,2
ZOOKEEPER-1090,2011-06-09,2011-07-28,13,13,1
ZOOKEEPER-1087,2011-06-06,2011-06-21,13,13,1
ZOOKEEPER-1086,2011-06-01,2011-10-19,13,13,0
ZOOKEEPER-1083,2011-05-31,2011-06-13,13,13,0
ZOOKEEPER-1074,2011-05-25,2011-06-27,13,13,2
ZOOKEEPER-1069,2011-05-23,2011-07-17,13,13,1
ZOOKEEPER-1068,2011-05-23,2011-06-21,13,13,0
ZOOKEEPER-1063,2011-05-17,2011-07-15,13,13,0
ZOOKEEPER-1062,2011-05-13,2014-05-16,13,23,3
ZOOKEEPER-1061,2011-05-10,2011-05-16,13,13,1
ZOOKEEPER-1059,2011-05-04,2011-05-16,13,13,0
ZOOKEEPER-1058,2011-05-04,2011-05-20,13,13,0
ZOOKEEPER-1057,2011-05-03,2014-01-09,13,22,3
ZOOKEEPER-1052,2011-04-24,2011-05-03,13,13,1
ZOOKEEPER-1051,2011-04-21,2011-08-30,13,13,3
ZOOKEEPER-1050,2011-04-21,2012-01-06,13,17,1
ZOOKEEPER-1049,2011-04-16,2011-05-03,13,13,1
ZOOKEEPER-1048,2011-04-13,2012-05-06,13,19,1
ZOOKEEPER-1046,2011-04-12,2011-07-14,13,13,2
ZOOKEEPER-1034,2011-03-27,2011-08-15,13,13,1
ZOOKEEPER-1033,2011-03-27,2011-05-04,13,13,1
ZOOKEEPER-1029,2011-03-25,2015-12-11,13,26,3
ZOOKEEPER-1028,2011-03-24,2011-04-06,13,13,1
ZOOKEEPER-1027,2011-03-24,2011-07-25,13,13,1
ZOOKEEPER-1013,2011-03-11,2011-03-15,13,13,0
ZOOKEEPER-1007,2011-03-04,2011-03-15,13,13,1
ZOOKEEPER-1006,2011-03-03,2011-07-27,13,13,1
ZOOKEEPER-994,2011-02-17,2011-02-27,12,12,1
ZOOKEEPER-985,2011-02-09,2011-02-18,12,12,0
ZOOKEEPER-983,2011-02-03,2011-02-27,12,12,1
ZOOKEEPER-981,2011-02-01,2011-09-14,12,13,1
ZOOKEEPER-976,2011-01-18,2011-02-27,12,12,1
ZOOKEEPER-975,2011-01-14,2011-04-29,12,13,1
ZOOKEEPER-973,2011-01-05,2012-01-23,12,17,1
ZOOKEEPER-963,2010-12-23,2010-12-29,12,12,0
ZOOKEEPER-962,2010-12-21,2011-01-23,12,12,1
ZOOKEEPER-961,2010-12-21,2011-09-14,12,13,1
ZOOKEEPER-957,2010-12-13,2010-12-15,12,12,1
ZOOKEEPER-937,2010-11-19,2010-12-07,12,12,3
ZOOKEEPER-930,2010-11-15,2010-11-16,12,12,1
ZOOKEEPER-921,2010-11-08,2010-12-29,11,12,2
ZOOKEEPER-916,2010-11-03,2010-11-05,11,11,0
ZOOKEEPER-913,2010-10-26,2011-01-27,11,12,1
ZOOKEEPER-907,2010-10-20,2010-11-04,11,11,1
ZOOKEEPER-904,2010-10-19,2010-10-26,11,11,1
ZOOKEEPER-898,2010-10-14,2010-10-28,11,11,0
ZOOKEEPER-897,2010-10-14,2010-10-28,11,11,0
ZOOKEEPER-895,2010-10-14,2010-11-19,11,12,0
ZOOKEEPER-893,2010-10-11,2010-10-19,11,11,1
ZOOKEEPER-889,2010-10-07,2010-10-07,11,11,1
ZOOKEEPER-888,2010-10-06,2010-10-19,11,11,1
ZOOKEEPER-886,2010-10-05,2010-10-11,11,11,0
ZOOKEEPER-884,2010-10-01,2010-11-05,11,11,1
ZOOKEEPER-882,2010-09-28,2010-12-23,11,12,0
ZOOKEEPER-881,2010-09-28,2010-10-18,11,11,0
ZOOKEEPER-877,2010-09-22,2013-10-08,11,22,1
ZOOKEEPER-874,2010-09-17,2011-04-13,11,13,1
ZOOKEEPER-870,2010-09-14,2010-09-15,11,11,0
ZOOKEEPER-861,2010-09-02,2010-09-07,11,11,0
ZOOKEEPER-855,2010-08-26,2010-10-18,11,11,2
ZOOKEEPER-854,2010-08-19,2010-08-28,11,11,1
ZOOKEEPER-846,2010-08-12,2010-09-22,11,11,1
ZOOKEEPER-844,2010-08-12,2010-10-06,11,11,1
ZOOKEEPER-833,2010-08-06,2011-09-05,11,13,0
ZOOKEEPER-831,2010-08-04,2010-09-17,11,11,1
ZOOKEEPER-822,2010-07-19,2010-10-06,11,11,1
ZOOKEEPER-820,2010-07-16,2010-10-20,11,11,1
ZOOKEEPER-814,2010-07-14,2010-07-26,11,11,0
ZOOKEEPER-805,2010-07-06,2014-04-30,11,23,2
ZOOKEEPER-800,2010-06-29,2010-10-21,11,11,1
ZOOKEEPER-796,2010-06-28,2010-07-06,11,11,0
ZOOKEEPER-795,2010-06-28,2010-08-17,11,11,1
ZOOKEEPER-794,2010-06-26,2010-10-21,11,11,1
ZOOKEEPER-792,2010-06-24,2010-08-23,11,11,1
ZOOKEEPER-790,2010-06-22,2010-07-29,11,11,1
ZOOKEEPER-787,2010-06-10,2010-09-15,11,11,1
ZOOKEEPER-786,2010-06-04,2011-10-17,11,13,1
ZOOKEEPER-785,2010-06-02,2010-09-14,11,11,1
ZOOKEEPER-783,2010-06-01,2010-07-26,11,11,1
ZOOKEEPER-782,2010-05-31,2011-07-14,11,13,1
ZOOKEEPER-774,2010-05-12,2010-05-14,10,10,1
ZOOKEEPER-772,2010-05-10,2010-08-11,10,11,0
ZOOKEEPER-769,2010-05-06,2010-05-21,10,11,1
ZOOKEEPER-766,2010-05-05,2010-05-05,10,10,0
ZOOKEEPER-764,2010-05-04,2010-05-05,10,10,0
ZOOKEEPER-763,2010-05-04,2010-05-05,10,10,1
ZOOKEEPER-758,2010-04-29,2010-05-01,10,10,2
ZOOKEEPER-750,2010-04-22,2010-04-29,10,10,1
ZOOKEEPER-749,2010-04-22,2010-04-29,10,10,1
ZOOKEEPER-746,2010-04-21,2010-04-26,10,10,0
ZOOKEEPER-742,2010-04-15,2010-04-22,10,10,2
ZOOKEEPER-741,2010-04-14,2010-04-22,10,10,1
ZOOKEEPER-740,2010-04-13,2014-04-25,10,23,1
ZOOKEEPER-738,2010-04-10,2010-04-26,10,10,1
ZOOKEEPER-737,2010-04-10,2010-05-04,10,10,1
ZOOKEEPER-735,2010-04-07,2010-04-08,10,10,0
ZOOKEEPER-734,2010-04-06,2010-04-26,10,10,1
ZOOKEEPER-732,2010-03-29,2013-10-03,10,22,1
ZOOKEEPER-731,2010-03-26,2011-09-06,10,13,1
ZOOKEEPER-718,2010-03-19,2010-03-19,9,9,0
ZOOKEEPER-710,2010-03-18,2010-03-19,9,9,1
ZOOKEEPER-709,2010-03-18,2010-03-18,9,9,0
ZOOKEEPER-708,2010-03-18,2010-03-18,9,9,0
ZOOKEEPER-706,2010-03-17,2015-06-13,9,24,3
ZOOKEEPER-698,2010-03-12,2010-03-13,9,9,0
ZOOKEEPER-696,2010-03-10,2010-03-11,9,9,0
ZOOKEEPER-691,2010-03-09,2010-03-09,9,9,0
ZOOKEEPER-689,2010-03-09,2010-03-09,9,9,0
ZOOKEEPER-688,2010-03-05,2010-03-05,9,9,0
ZOOKEEPER-687,2010-03-04,2010-03-04,9,9,0
ZOOKEEPER-684,2010-03-03,2010-03-10,9,9,0
ZOOKEEPER-683,2010-03-01,2010-03-03,9,9,1
ZOOKEEPER-682,2010-02-25,2010-03-04,9,9,1
ZOOKEEPER-681,2010-02-25,2010-03-05,9,9,1
ZOOKEEPER-677,2010-02-22,2010-03-10,9,9,1
ZOOKEEPER-673,2010-02-16,2010-02-19,9,9,0
ZOOKEEPER-670,2010-02-12,2014-04-25,9,23,2
ZOOKEEPER-669,2010-02-12,2010-02-23,9,9,2
ZOOKEEPER-668,2010-02-12,2010-02-19,9,9,0
ZOOKEEPER-667,2010-02-11,2010-03-12,9,9,1
ZOOKEEPER-666,2010-02-10,2023-09-24,9,52,1
ZOOKEEPER-663,2010-02-02,2010-03-09,9,9,0
ZOOKEEPER-656,2010-01-24,2010-01-25,9,9,0
ZOOKEEPER-653,2010-01-22,2011-09-06,9,13,0
ZOOKEEPER-647,2010-01-15,2010-01-21,9,9,0
ZOOKEEPER-642,2010-01-13,2012-05-11,9,19,1
ZOOKEEPER-637,2010-01-06,2010-01-07,9,9,0
ZOOKEEPER-630,2009-12-16,2009-12-16,9,9,0
ZOOKEEPER-629,2009-12-16,2009-12-18,9,9,0
ZOOKEEPER-627,2009-12-16,2009-12-16,9,9,0
ZOOKEEPER-626,2009-12-15,2010-01-22,9,9,1
ZOOKEEPER-624,2009-12-15,2010-03-17,9,9,1
ZOOKEEPER-623,2009-12-14,2010-01-12,7,9,0
ZOOKEEPER-622,2009-12-12,2010-03-06,7,9,0
ZOOKEEPER-621,2009-12-12,2009-12-14,7,7,0
ZOOKEEPER-617,2009-12-10,2010-03-12,7,9,0
ZOOKEEPER-615,2009-12-09,2009-12-11,7,7,0
ZOOKEEPER-614,2009-12-07,2009-12-11,7,7,2
ZOOKEEPER-611,2009-12-07,2009-12-08,7,7,2
ZOOKEEPER-610,2009-12-04,2009-12-11,7,7,0
ZOOKEEPER-606,2009-12-02,2009-12-17,7,9,1
ZOOKEEPER-604,2009-12-01,2010-03-12,7,9,9
ZOOKEEPER-602,2009-12-01,2015-06-18,7,24,1
ZOOKEEPER-600,2009-11-30,2009-12-17,7,9,1
ZOOKEEPER-597,2009-11-25,2009-12-08,7,7,2
ZOOKEEPER-596,2009-11-24,2009-12-18,7,9,1
ZOOKEEPER-593,2009-11-24,2010-01-26,7,9,0
ZOOKEEPER-592,2009-11-24,2010-02-02,7,9,0
ZOOKEEPER-591,2009-11-23,2010-03-18,7,9,1
ZOOKEEPER-589,2009-11-23,2010-02-08,7,9,1
ZOOKEEPER-588,2009-11-21,2009-12-11,7,7,1
ZOOKEEPER-587,2009-11-21,2009-12-11,7,7,1
ZOOKEEPER-586,2009-11-21,2010-03-16,7,9,1
ZOOKEEPER-582,2009-11-17,2009-11-20,7,7,2
ZOOKEEPER-576,2009-11-11,2009-11-20,7,7,0
ZOOKEEPER-574,2009-11-11,2010-01-23,7,9,0
ZOOKEEPER-573,2009-11-10,2010-01-20,7,9,1
ZOOKEEPER-570,2009-11-08,2009-11-08,7,7,1
ZOOKEEPER-569,2009-11-06,2010-02-20,7,9,0
ZOOKEEPER-568,2009-11-03,2009-11-07,7,7,1
ZOOKEEPER-567,2009-11-01,2009-11-12,7,7,0
ZOOKEEPER-566,2009-10-29,2009-11-12,7,7,1
ZOOKEEPER-563,2009-10-28,2009-10-29,7,7,0
ZOOKEEPER-562,2009-10-26,2009-10-29,7,7,1
ZOOKEEPER-558,2009-10-25,2009-11-07,7,7,1
ZOOKEEPER-554,2009-10-14,2009-10-19,7,7,0
ZOOKEEPER-551,2009-10-13,2009-11-08,7,7,1
ZOOKEEPER-547,2009-10-08,2009-11-17,7,7,2
ZOOKEEPER-542,2009-10-06,2009-10-07,7,7,2
ZOOKEEPER-541,2009-10-06,2009-10-13,7,7,1
ZOOKEEPER-540,2009-10-01,2009-10-09,7,7,1
ZOOKEEPER-538,2009-09-30,2009-10-02,7,7,1
ZOOKEEPER-535,2009-09-24,2009-09-24,7,7,0
ZOOKEEPER-534,2009-09-23,2009-12-16,7,9,2
ZOOKEEPER-533,2009-09-23,2009-09-23,7,7,0
ZOOKEEPER-532,2009-09-22,2009-11-18,7,7,1
ZOOKEEPER-530,2009-09-21,2009-10-21,7,7,2
ZOOKEEPER-524,2009-09-10,2010-02-20,7,9,0
ZOOKEEPER-519,2009-08-25,2009-11-18,6,7,0
ZOOKEEPER-512,2009-08-20,2009-10-27,6,7,1
ZOOKEEPER-511,2009-08-19,2010-03-11,6,9,1
